season,league,date,time,round,home,away,ht_score,ft_score
2010-11,English League Two,2011-02-22,19:45,Matchday 22,Accrington Stanley,Crewe Alexandra,1-1,3-2
2010-11,English League Two,2011-03-05,15:00,Matchday 35,Wycombe Wanderers,Aldershot Town,1-1,2-2
2010-11,English League Two,2011-03-05,15:00,Matchday 35,Northampton Town,Shrewsbury Town,1-1,2-3
2010-11,English League Two,2011-03-08,19:45,Matchday 36,Shrewsbury Town,Port Vale FC,1-1,2-2
2010-11,English League Two,2011-03-19,15:00,Matchday 38,Bury FC,Cheltenham Town,1-2,2-3
2010-11,English League Two,2011-03-25,20:15,Matchday 39,Northampton Town,Torquay United,1-1,2-2
2010-11,English League Two,2011-03-30,19:45,Matchday 27,Burton Albion,Macclesfield Town,1-1,3-2
2010-11,English League Two,2011-04-16,15:00,Matchday 42,Stevenage FC,Aldershot Town,1-1,2-2
2010-11,English League Two,2011-04-23,15:00,Matchday 43,Gillingham FC,Barnet FC,1-2,2-4
2010-11,English League Two,2011-04-25,15:00,Matchday 44,Stockport County,Northampton Town,1-1,2-2
2010-11,English League Two,2011-04-25,15:00,Matchday 44,Barnet FC,Oxford United,1-1,2-2
2010-11,English League Two,2011-04-25,15:00,Matchday 44,Burton Albion,Torquay United,2-2,3-3
2010-11,English League Two,2011-04-30,15:00,Matchday 45,Port Vale FC,Morecambe FC,4-1,7-2
2010-11,English League Two,2011-04-30,15:00,Matchday 45,Gillingham FC,Macclesfield Town,1-3,2-4
2010-11,English League Two,2011-05-07,15:00,Matchday 46,Stevenage FC,Bury FC,2-2,3-3
2011-12,English League Two,2011-08-06,12:45,Matchday 1,AFC Wimbledon,Bristol Rovers,1-2,2-3
2011-12,English League Two,2011-08-06,15:00,Matchday 1,Port Vale FC,Crawley Town,1-1,2-2
2011-12,English League Two,2011-08-20,15:00,Matchday 4,Northampton Town,Cheltenham Town,1-1,2-3
2011-12,English League Two,2011-08-27,15:00,Matchday 5,Bradford City,Barnet FC,1-1,4-2
2011-12,English League Two,2011-09-03,12:15,Matchday 6,Swindon Town,Rotherham United,1-1,3-2
2011-12,English League Two,2011-09-13,19:45,Matchday 8,Port Vale FC,Bradford City,2-1,3-2
2011-12,English League Two,2011-09-17,13:00,Matchday 9,Port Vale FC,Shrewsbury Town,1-2,2-3
2011-12,English League Two,2011-10-14,19:45,Matchday 13,Bristol Rovers,Rotherham United,3-1,5-2
2011-12,English League Two,2011-10-22,15:00,Matchday 14,Dagenham & Redbridge,Aldershot Town,1-4,2-5
2011-12,English League Two,2011-10-29,15:00,Matchday 16,Barnet FC,Burton Albion,1-2,3-6
2011-12,English League Two,2011-11-05,15:00,Matchday 17,Gillingham FC,Northampton Town,3-1,4-3
2011-12,English League Two,2011-11-19,15:00,Matchday 18,Bradford City,Rotherham United,1-1,2-3
2011-12,English League Two,2011-11-19,15:00,Matchday 18,Dagenham & Redbridge,Southend United,1-2,2-3
2011-12,English League Two,2011-11-26,15:00,Matchday 19,Burton Albion,AFC Wimbledon,2-1,3-2
2011-12,English League Two,2011-12-31,13:00,Matchday 23,Morecambe FC,Burton Albion,1-1,2-2
2011-12,English League Two,2011-12-31,15:00,Matchday 23,Bristol Rovers,Crewe Alexandra,1-4,2-5
2011-12,English League Two,2012-01-21,15:00,Matchday 27,Oxford United,Hereford United,1-1,2-2
2011-12,English League Two,2012-02-07,19:45,Matchday 25,Crawley Town,Cheltenham Town,3-1,4-2
2011-12,English League Two,2012-02-21,19:45,Matchday 29,Northampton Town,Macclesfield Town,2-1,3-2
2011-12,English League Two,2012-02-28,19:45,Matchday 29,Gillingham FC,Hereford United,1-2,5-4
2011-12,English League Two,2012-03-03,15:00,Matchday 34,Accrington Stanley,Port Vale FC,1-1,2-2
2011-12,English League Two,2012-03-13,19:45,Matchday 30,Crawley Town,Aldershot Town,1-1,2-2
2011-12,English League Two,2012-03-17,15:00,Matchday 37,Crawley Town,Port Vale FC,1-1,3-2
2011-12,English League Two,2012-03-17,15:00,Matchday 37,Hereford United,Southend United,1-2,2-3
2011-12,English League Two,2012-03-20,19:45,Matchday 38,Barnet FC,Dagenham & Redbridge,1-1,2-2
2011-12,English League Two,2012-04-09,15:00,Matchday 42,Burton Albion,Morecambe FC,2-1,3-2
2011-12,English League Two,2012-04-14,15:00,Matchday 43,Macclesfield Town,Crewe Alexandra,1-1,2-2
2011-12,English League Two,2012-04-21,15:00,Matchday 44,Rotherham United,Morecambe FC,1-1,3-2
2012-13,English League Two,2012-08-25,15:00,Matchday 3,Torquay United,Rochdale AFC,2-1,4-2
2012-13,English League Two,2012-09-08,15:00,Matchday 5,Bristol Rovers,Aldershot Town,1-1,2-2
2012-13,English League Two,2012-09-08,15:00,Matchday 5,Port Vale FC,Rotherham United,4-1,6-2
2012-13,English League Two,2012-09-18,19:45,Matchday 7,Chesterfield FC,Accrington Stanley,2-1,4-3
2012-13,English League Two,2012-09-18,19:45,Matchday 7,Exeter City,Wycombe Wanderers,1-1,3-2
2012-13,English League Two,2012-09-18,19:45,Matchday 7,Fleetwood Town,Port Vale FC,1-2,2-5
2012-13,English League Two,2012-10-06,15:00,Matchday 11,Accrington Stanley,Rochdale AFC,1-2,2-3
2012-13,English League Two,2012-10-20,15:00,Matchday 13,York City,Dagenham & Redbridge,2-1,3-2
2012-13,English League Two,2012-11-06,19:45,Matchday 16,Bristol Rovers,Southend United,1-2,2-3
2012-13,English League Two,2012-11-10,15:00,Matchday 17,Accrington Stanley,Northampton Town,1-1,2-4
2012-13,English League Two,2012-11-10,15:00,Matchday 17,Plymouth Argyle,Gillingham FC,1-1,2-2
2012-13,English League Two,2012-11-10,15:00,Matchday 17,Bristol Rovers,Chesterfield FC,1-1,3-2
2012-13,English League Two,2012-11-20,19:45,Matchday 19,Gillingham FC,Exeter City,1-1,2-3
2012-13,English League Two,2012-11-20,20:00,Matchday 19,Barnet FC,Oxford United,1-1,2-2
2012-13,English League Two,2012-11-24,15:00,Matchday 20,Bristol Rovers,Bradford City,2-1,3-3
2012-13,English League Two,2012-12-15,15:00,Matchday 22,Aldershot Town,Rochdale AFC,3-1,4-2
2012-13,English League Two,2012-12-21,20:00,Matchday 23,Barnet FC,Burton Albion,1-1,3-2
2012-13,English League Two,2012-12-26,15:00,Matchday 24,Burton Albion,Rochdale AFC,2-1,3-2
2012-13,English League Two,2013-01-01,15:00,Matchday 26,Torquay United,AFC Wimbledon,1-2,2-3
2012-13,English League Two,2013-02-02,15:00,Matchday 31,Fleetwood Town,Bradford City,1-1,2-2
2012-13,English League Two,2013-02-23,15:00,Matchday 34,Accrington Stanley,Cheltenham Town,1-1,2-2
2012-13,English League Two,2013-03-09,15:00,Matchday 37,AFC Wimbledon,York City,1-1,3-2
2012-13,English League Two,2013-04-01,15:00,Matchday 42,Dagenham & Redbridge,Bristol Rovers,1-3,2-4
2012-13,English League Two,2013-04-01,15:00,Matchday 42,Accrington Stanley,Burton Albion,1-1,3-3
2012-13,English League Two,2013-04-13,15:00,Matchday 44,Rochdale AFC,Port Vale FC,1-1,2-2
2012-13,English League Two,2013-04-20,15:00,Matchday 45,Port Vale FC,Northampton Town,1-1,2-2
2012-13,English League Two,2013-04-27,15:00,Matchday 46,Burton Albion,Gillingham FC,2-1,3-2
2013-14,English League Two,2013-08-17,15:00,Matchday 3,Rochdale AFC,Chesterfield FC,1-1,2-2
2013-14,English League Two,2013-08-24,15:00,Matchday 4,Bristol Rovers,York City,2-1,3-2
2013-14,English League Two,2013-09-14,15:00,Matchday 7,Cheltenham Town,Oxford United,1-1,2-2
2013-14,English League Two,2013-09-21,15:00,Matchday 8,Torquay United,Cheltenham Town,2-1,4-2
2013-14,English League Two,2013-11-23,15:00,Matchday 17,Fleetwood Town,Mansfield Town,2-2,5-4
2013-14,English League Two,2013-11-30,15:00,Matchday 19,Exeter City,Bury FC,1-1,2-2
2013-14,English League Two,2014-01-11,15:00,Matchday 26,Accrington Stanley,Newport County,2-1,3-3
2013-14,English League Two,2014-02-18,19:45,Matchday 24,Newport County,Oxford United,1-1,3-2
2013-14,English League Two,2014-03-25,19:45,Matchday 39,Northampton Town,AFC Wimbledon,1-1,2-2
2013-14,English League Two,2014-03-25,19:45,Matchday 39,Hartlepool United,Mansfield Town,1-1,2-4
2013-14,English League Two,2014-04-12,15:07,Matchday 42,Fleetwood Town,Morecambe FC,1-1,2-2
2013-14,English League Two,2014-05-03,15:00,Matchday 46,Portsmouth FC,Plymouth Argyle,2-2,3-3
2014-15,English League Two,2014-08-09,15:00,Matchday 1,AFC Wimbledon,Shrewsbury Town,1-1,2-2
2014-15,English League Two,2014-08-30,15:00,Matchday 5,AFC Wimbledon,Stevenage FC,1-1,2-3
2014-15,English League Two,2014-08-30,15:00,Matchday 5,Oxford United,Dagenham & Redbridge,1-1,3-3
2014-15,English League Two,2014-09-06,15:00,Matchday 6,Carlisle United,AFC Wimbledon,2-2,4-4
2014-15,English League Two,2014-09-20,15:00,Matchday 9,Northampton Town,Accrington Stanley,1-3,4-5
2014-15,English League Two,2014-09-20,15:00,Matchday 9,York City,Southend United,1-1,2-3
2014-15,English League Two,2014-10-21,19:45,Matchday 14,Portsmouth FC,Stevenage FC,1-1,3-2
2014-15,English League Two,2014-11-22,15:00,Matchday 18,Dagenham & Redbridge,Carlisle United,3-1,4-2
2014-15,English League Two,2014-12-26,15:00,Matchday 22,Northampton Town,Bury FC,1-2,2-3
2014-15,English League Two,2015-01-24,15:00,Matchday 27,Oxford United,Exeter City,1-1,2-2
2014-15,English League Two,2015-01-31,15:00,Matchday 28,Hartlepool United,Plymouth Argyle,1-1,3-2
2014-15,English League Two,2015-02-15,13:00,Matchday 31,Morecambe FC,Dagenham & Redbridge,1-1,2-3
2014-15,English League Two,2015-02-21,15:00,Matchday 32,AFC Wimbledon,Luton Town,2-1,3-2
2014-15,English League Two,2015-02-21,15:00,Matchday 32,Cambridge United,Portsmouth FC,1-4,2-6
2014-15,English League Two,2015-03-07,15:00,Matchday 35,Luton Town,Morecambe FC,1-2,2-3
2014-15,English League Two,2015-03-07,15:00,Matchday 35,Southend United,Wycombe Wanderers,1-1,2-2
2014-15,English League Two,2015-03-07,15:00,Matchday 35,Tranmere Rovers,Dagenham & Redbridge,1-1,2-3
2014-15,English League Two,2015-03-17,19:45,Matchday 37,Wycombe Wanderers,Accrington Stanley,1-1,2-2
2014-15,English League Two,2015-04-11,15:00,Matchday 42,Cambridge United,Accrington Stanley,1-1,2-2
2014-15,English League Two,2015-04-25,15:00,Matchday 45,Plymouth Argyle,Tranmere Rovers,2-1,3-2
2014-15,English League Two,2015-05-02,15:00,Matchday 46,Cambridge United,Burton Albion,1-1,2-3
2015-16,English League Two,2015-08-15,15:00,Matchday 2,Carlisle United,Cambridge United,2-3,4-4
2015-16,English League Two,2015-10-03,15:00,Matchday 11,Morecambe FC,Bristol Rovers,1-1,3-4
2015-16,English League Two,2015-10-03,15:00,Matchday 11,Wycombe Wanderers,Northampton Town,1-1,2-3
2015-16,English League Two,2015-10-10,15:00,Matchday 12,Carlisle United,Morecambe FC,1-1,2-3
2015-16,English League Two,2015-10-11,12:15,Matchday 12,Exeter City,Stevenage FC,2-2,3-3
2015-16,English League Two,2015-10-17,14:00,Matchday 13,AFC Wimbledon,Morecambe FC,1-3,2-5
2015-16,English League Two,2015-10-20,19:45,Matchday 14,Northampton Town,Carlisle United,1-1,3-2
2015-16,English League Two,2015-10-20,19:45,Matchday 14,York City,Dagenham & Redbridge,1-1,2-2
2015-16,English League Two,2015-11-21,15:00,Matchday 18,Leyton Orient,York City,2-1,3-2
2015-16,English League Two,2015-11-24,19:45,Matchday 19,Luton Town,Carlisle United,1-1,3-4
2015-16,English League Two,2015-11-24,19:45,Matchday 19,Morecambe FC,Cambridge United,1-3,2-4
2015-16,English League Two,2015-11-28,15:00,Matchday 20,Stevenage FC,Morecambe FC,2-1,4-3
2015-16,English League Two,2015-12-12,15:00,Matchday 21,Luton Town,Northampton Town,1-3,3-4
2015-16,English League Two,2015-12-12,15:00,Matchday 21,Notts County,Newport County,2-2,4-3
2015-16,English League Two,2015-12-15,19:45,Matchday 17,Wycombe Wanderers,Notts County,1-1,2-2
2015-16,English League Two,2015-12-26,15:00,Matchday 23,Leyton Orient,Portsmouth FC,2-1,3-2
2015-16,English League Two,2016-01-02,15:00,Matchday 25,Mansfield Town,Accrington Stanley,1-1,2-3
2015-16,English League Two,2016-02-09,19:45,Matchday 26,Oxford United,Mansfield Town,1-1,2-2
2015-16,English League Two,2016-02-13,15:00,Matchday 31,Morecambe FC,Oxford United,1-1,2-4
2015-16,English League Two,2016-03-12,15:00,Matchday 36,Exeter City,Carlisle United,1-1,2-2
2015-16,English League Two,2016-03-25,15:00,Matchday 38,York City,Crawley Town,1-1,2-2
2015-16,English League Two,2016-03-28,15:00,Matchday 39,Carlisle United,Bristol Rovers,1-1,3-2
2015-16,English League Two,2016-04-02,15:00,Matchday 40,Northampton Town,Notts County,1-1,2-2
2015-16,English League Two,2016-04-09,15:00,Matchday 41,Morecambe FC,Hartlepool United,1-2,2-5
2015-16,English League Two,2016-04-16,15:00,Matchday 42,Accrington Stanley,Morecambe FC,1-1,2-2
2015-16,English League Two,2016-04-16,15:00,Matchday 42,Oxford United,Luton Town,1-2,2-3
2018-19,English League Two,2018-08-11,15:00,Matchday 2,Carlisle United,Northampton Town,1-1,2-2
2018-19,English League Two,2018-08-21,19:45,Matchday 4,Newport County,Notts County,2-1,3-2
2018-19,English League Two,2018-09-01,15:00,Matchday 6,Bury FC,Morecambe FC,2-1,3-2
2018-19,English League Two,2018-09-15,15:00,Matchday 8,Notts County,Stevenage FC,2-2,3-3
2018-19,English League Two,2018-10-02,19:45,Matchday 11,Cheltenham Town,Morecambe FC,1-1,2-2
2018-19,English League Two,2018-10-02,19:45,Matchday 11,Newport County,Macclesfield Town,1-2,3-3
2018-19,English League Two,2018-10-06,15:00,Matchday 12,Morecambe FC,Tranmere Rovers,1-2,3-4
2018-19,English League Two,2018-11-03,15:00,Matchday 17,Stevenage FC,Oldham Athletic,1-1,3-2
2018-19,English League Two,2018-11-03,15:00,Matchday 17,Port Vale FC,Notts County,1-1,2-2
2018-19,English League Two,2018-11-03,15:00,Matchday 17,Carlisle United,Newport County,2-1,3-2
2018-19,English League Two,2018-11-17,15:00,Matchday 18,Crewe Alexandra,Tranmere Rovers,1-1,3-2
2018-19,English League Two,2018-11-24,15:00,Matchday 19,Stevenage FC,Milton Keynes Dons,1-1,3-2
2018-19,English League Two,2018-11-24,15:00,Matchday 19,Northampton Town,Grimsby Town,1-1,2-2
2018-19,English League Two,2018-11-27,19:45,Matchday 20,Grimsby Town,Tranmere Rovers,2-1,5-2
2018-19,English League Two,2018-12-15,15:00,Matchday 22,Notts County,Tranmere Rovers,2-1,3-2
2018-19,English League Two,2018-12-15,15:00,Matchday 22,Port Vale FC,Cheltenham Town,1-1,2-2
2018-19,English League Two,2018-12-22,15:00,Matchday 23,Oldham Athletic,Exeter City,1-1,2-3
2018-19,English League Two,2018-12-22,15:00,Matchday 23,Lincoln City,Newport County,2-1,3-2
2018-19,English League Two,2019-01-12,15:00,Matchday 28,Bury FC,Milton Keynes Dons,1-2,4-3
2018-19,English League Two,2019-01-19,15:00,Matchday 29,Cambridge United,Northampton Town,1-1,3-2
2018-19,English League Two,2019-01-26,17:30,Matchday 30,Bury FC,Lincoln City,2-2,3-3
2018-19,English League Two,2019-02-09,15:00,Matchday 32,Macclesfield Town,Crewe Alexandra,1-2,3-3
2018-19,English League Two,2019-02-16,15:00,Matchday 33,Carlisle United,Milton Keynes Dons,1-1,2-3
2018-19,English League Two,2019-03-23,15:00,Matchday 39,Macclesfield Town,Stevenage FC,1-1,2-2
2018-19,English League Two,2019-04-06,15:00,Matchday 41,Notts County,Northampton Town,1-1,2-2
2018-19,English League Two,2019-04-13,15:00,Matchday 42,Oldham Athletic,Swindon Town,1-1,2-2
2018-19,English League Two,2019-04-27,15:00,Matchday 45,Crewe Alexandra,Forest Green Rovers,1-1,4-3
2018-19,English League Two,2019-05-04,15:00,Matchday 46,Oldham Athletic,Northampton Town,1-3,2-5
2019-20,English League Two,2019-08-17,15:00,Matchday 3,Scunthorpe United,Crawley Town,1-1,2-2
2019-20,English League Two,2019-08-20,19:45,Matchday 4,Plymouth Argyle,Salford City,1-1,2-2
2019-20,English League Two,2019-08-24,15:00,Matchday 5,Grimsby Town,Port Vale FC,1-1,5-2
2019-20,English League Two,2019-08-24,15:00,Matchday 5,Leyton Orient,Crawley Town,1-1,2-3
2019-20,English League Two,2019-08-24,15:00,Matchday 5,Morecambe FC,Exeter City,1-2,2-3
2019-20,English League Two,2019-09-07,15:00,Matchday 7,Plymouth Argyle,Oldham Athletic,1-1,2-2
2019-20,English League Two,2019-09-14,15:00,Matchday 8,Exeter City,Leyton Orient,1-1,2-2
2019-20,English League Two,2019-09-14,15:00,Matchday 8,Stevenage FC,Carlisle United,1-1,2-3
2019-20,English League Two,2019-09-21,15:00,Matchday 10,Port Vale FC,Mansfield Town,1-1,2-2
2019-20,English League Two,2019-09-28,15:00,Matchday 11,Leyton Orient,Port Vale FC,1-2,3-3
2019-20,English League Two,2019-10-05,15:00,Matchday 12,Plymouth Argyle,Scunthorpe United,1-1,2-2
2019-20,English League Two,2019-11-02,15:00,Matchday 17,Mansfield Town,Colchester United,1-1,2-3
2019-20,English League Two,2019-11-16,15:00,Matchday 18,Salford City,Swindon Town,1-1,2-3
2019-20,English League Two,2019-12-07,15:00,Matchday 20,Exeter City,Northampton Town,1-1,3-2
2019-20,English League Two,2019-12-29,15:00,Matchday 24,Colchester United,Exeter City,1-1,2-2
2019-20,English League Two,2020-01-11,15:00,Matchday 27,Mansfield Town,Forest Green Rovers,2-1,3-4
2019-20,English League Two,2020-01-28,20:15,Matchday 30,Plymouth Argyle,Crawley Town,1-1,2-2
2019-20,English League Two,2020-02-01,15:00,Matchday 31,Grimsby Town,Forest Green Rovers,1-1,2-2
2019-20,English League Two,2020-02-15,15:00,Matchday 34,Macclesfield Town,Exeter City,1-2,2-3
2019-20,English League Two,2020-02-25,19:45,Matchday 18,Grimsby Town,Newport County,2-1,4-2
2020-21,English League Two,2020-09-26,15:00,Matchday 3,Oldham Athletic,Crawley Town,1-2,2-3
2020-21,English League Two,2020-10-10,15:00,Matchday 5,Southend United,Exeter City,1-1,2-2
2020-21,English League Two,2020-10-17,15:00,Matchday 6,Carlisle United,Colchester United,2-1,3-2
2020-21,English League Two,2020-10-17,17:30,Matchday 6,Leyton Orient,Grimsby Town,1-2,2-3
2020-21,English League Two,2020-10-24,15:00,Matchday 8,Barrow AFC,Walsall FC,1-1,2-2
2020-21,English League Two,2020-10-27,19:00,Matchday 9,Mansfield Town,Barrow AFC,1-2,2-4
2020-21,English League Two,2020-11-24,19:00,Matchday 14,Barrow AFC,Oldham Athletic,1-2,3-4
2020-21,English League Two,2020-11-28,13:00,Matchday 15,Port Vale FC,Leyton Orient,1-2,2-3
2020-21,English League Two,2020-12-01,19:00,Matchday 15,Harrogate Town,Scunthorpe United,1-2,2-5
2020-21,English League Two,2020-12-05,15:00,Matchday 16,Bolton Wanderers,Port Vale FC,1-3,3-6
2020-21,English League Two,2020-12-05,15:00,Matchday 16,Cheltenham Town,Exeter City,3-1,5-3
2020-21,English League Two,2020-12-12,15:00,Matchday 17,Crawley Town,Barrow AFC,1-1,4-2
2020-21,English League Two,2020-12-26,13:00,Matchday 20,Scunthorpe United,Mansfield Town,1-2,2-3
2020-21,English League Two,2021-01-13,19:45,Matchday 23,Oldham Athletic,Mansfield Town,1-2,2-3
2020-21,English League Two,2021-01-22,19:00,Matchday 25,Salford City,Harrogate Town,1-1,2-2
2020-21,English League Two,2021-01-26,19:00,Matchday 26,Tranmere Rovers,Harrogate Town,1-1,3-2
2020-21,English League Two,2021-02-14,15:00,Matchday 29,Colchester United,Mansfield Town,1-1,2-2
2020-21,English League Two,2021-02-16,19:00,Matchday 22,Forest Green Rovers,Oldham Athletic,2-1,4-3
2020-21,English League Two,2021-02-20,15:00,Matchday 30,Tranmere Rovers,Oldham Athletic,1-1,2-2
2020-21,English League Two,2021-03-09,19:00,Matchday 35,Forest Green Rovers,Morecambe FC,1-1,2-2
2020-21,English League Two,2021-03-20,15:00,Matchday 37,Barrow AFC,Crawley Town,2-1,3-2
2020-21,English League Two,2021-04-17,12:30,Matchday 42,Morecambe FC,Oldham Athletic,3-1,4-3
2020-21,English League Two,2021-04-17,12:30,Matchday 42,Forest Green Rovers,Scunthorpe United,1-1,3-2
2020-21,English League Two,2021-04-20,19:00,Matchday 43,Leyton Orient,Cambridge United,1-1,2-4
2020-21,English League Two,2021-04-27,19:00,Matchday 30,Exeter City,Grimsby Town,1-1,3-2
2020-21,English League Two,2021-04-30,19:00,Matchday 45,Harrogate Town,Cambridge United,4-2,5-4
2020-21,English League Two,2021-05-01,15:00,Matchday 45,Stevenage FC,Crawley Town,1-1,3-3
2024-25,English League Two,2024-08-17,15:00,Matchday 2,Accrington Stanley,Harrogate Town,1-2,3-3
2024-25,English League Two,2024-08-31,12:30,Matchday 4,Port Vale FC,Doncaster Rovers,1-1,2-3
2024-25,English League Two,2024-09-14,15:00,Matchday 6,Carlisle United,Fleetwood Town,1-2,2-3
2024-25,English League Two,2024-09-14,15:00,Matchday 6,Morecambe FC,Colchester United,1-1,3-3
2024-25,English League Two,2024-10-05,15:00,Matchday 10,Chesterfield FC,Walsall FC,1-1,2-2
2024-25,English League Two,2024-10-12,12:30,Matchday 11,Chesterfield FC,Notts County,1-1,2-2
2024-25,English League Two,2024-10-26,12:30,Matchday 14,Morecambe FC,Chesterfield FC,1-1,2-5
2024-25,English League Two,2024-10-29,19:45,Matchday 5,Fleetwood Town,Salford City,1-1,2-2
2024-25,English League Two,2024-11-23,15:00,Matchday 17,Swindon Town,Morecambe FC,1-2,2-3
2024-25,English League Two,2024-12-20,19:45,Matchday 21,Gillingham FC,Cheltenham Town,1-1,2-2
2024-25,English League Two,2024-12-21,15:00,Matchday 21,Newport County,Milton Keynes Dons,4-1,6-3
2024-25,English League Two,2024-12-29,15:00,Matchday 23,Cheltenham Town,Notts County,1-2,3-5
2024-25,English League Two,2025-01-01,15:00,Matchday 24,Barrow AFC,Bradford City,1-1,2-2
2024-25,English League Two,2025-01-01,15:00,Matchday 24,Crewe Alexandra,Carlisle United,1-1,3-2
2024-25,English League Two,2025-01-01,15:00,Matchday 24,Swindon Town,Colchester United,1-1,3-2
2024-25,English League Two,2025-01-18,15:00,Matchday 27,Walsall FC,Milton Keynes Dons,1-1,4-2
2024-25,English League Two,2025-02-01,15:00,Matchday 30,Morecambe FC,Fleetwood Town,1-1,4-2
2024-25,English League Two,2025-02-06,19:45,Matchday 31,Chesterfield FC,Doncaster Rovers,2-1,5-2
2024-25,English League Two,2025-02-08,12:30,Matchday 31,Swindon Town,Port Vale FC,2-2,3-3
2024-25,English League Two,2025-03-04,19:45,Matchday 35,Swindon Town,Salford City,1-1,2-2
2024-25,English League Two,2025-03-13,20:00,Matchday 37,Bromley FC,Walsall FC,1-1,2-2
2024-25,English League Two,2025-03-15,12:30,Matchday 37,Swindon Town,Cheltenham Town,1-1,3-3
2024-25,English League Two,2025-03-29,15:00,Matchday 39,Bromley FC,Salford City,1-2,2-3
2024-25,English League Two,2025-03-29,15:00,Matchday 39,Milton Keynes Dons,Fleetwood Town,1-1,2-4
2024-25,English League Two,2025-04-01,19:45,Matchday 40,Doncaster Rovers,Walsall FC,1-1,2-2
2024-25,English League Two,2025-04-10,20:00,Matchday 42,Crewe Alexandra,Cheltenham Town,1-1,2-3
2024-25,English League Two,2025-04-12,12:30,Matchday 42,Swindon Town,Bradford City,2-3,5-4
2024-25,English League Two,2025-04-18,15:00,Matchday 43,Walsall FC,Harrogate Town,1-1,2-2
2024-25,English League Two,2025-04-21,15:00,Matchday 44,Chesterfield FC,Bradford City,1-2,3-3
2024-25,English League Two,2025-04-26,15:00,Matchday 45,Cheltenham Town,Carlisle United,2-1,3-2
2025-26,English League Two,2025-08-09,14:00,2. Round,Swindon Town,Cambridge United,2-1,3-2
2025-26,English League Two,2025-08-16,14:00,3. Round,Bromley FC,Fleetwood Town,1-1,2-2
2025-26,English League Two,2025-09-20,14:00,9. Round,Bromley FC,Chesterfield FC,1-1,2-2
2025-26,English League Two,2025-09-20,14:00,9. Round,Walsall FC,Tranmere Rovers,2-1,4-2
2025-26,English League Two,2025-10-04,14:00,11. Round,Bromley FC,Tranmere Rovers,2-1,3-3
2025-26,English League Two,2025-10-04,14:00,11. Round,Colchester United,Chesterfield FC,4-1,6-2
2025-26,English League Two,2025-10-11,14:00,12. Round,Fleetwood Town,Harrogate Town,1-1,3-2
2025-26,English League Two,2025-10-21,18:45,12. Round,Swindon Town,Notts County,1-1,2-2
2025-26,English League Two,2025-11-08,14:00,15. Round,Bristol Rovers,Gillingham FC,1-1,2-2
2025-26,English League Two,2025-11-15,14:00,16. Round,Grimsby Town,Chesterfield FC,1-1,2-3
2025-26,English League Two,2025-11-22,14:00,17. Round,Bromley FC,Salford City,1-1,2-2
2025-26,English League Two,2025-11-29,14:00,18. Round,Chesterfield FC,Swindon Town,1-1,2-2
2025-26,English League Two,2025-12-09,18:45,19. Round,Notts County,Milton Keynes Dons,1-1,2-2
2025-26,English League Two,2025-12-20,14:00,21. Round,Shrewsbury Town,Chesterfield FC,1-1,2-2
2025-26,English League Two,2025-12-26,14:00,22. Round,Chesterfield FC,Notts County,1-1,2-3
