season,league,date,time,round,home,away,ht_score,ft_score
2011-12,Österr. Bundesliga,2011-11-20,16:00,Matchday 15,Rapid Wien,RB Salzburg,2-1,4-2
2011-12,Österr. Bundesliga,2012-03-24,18:30,Matchday 27,FC Trenkwalder Admira,RB Salzburg,1-1,2-2
2011-12,Österr. Bundesliga,2012-04-14,18:30,Matchday 30,Sturm Graz,RB Salzburg,1-1,2-2
2011-12,Österr. Bundesliga,2012-04-29,16:00,Matchday 32,SV Ried,Rapid Wien,1-2,2-3
2011-12,Österr. Bundesliga,2012-05-05,18:30,Matchday 33,FC Wacker Innsbruck,SV Mattersburg,1-3,3-6
2011-12,Österr. Bundesliga,2012-05-17,16:00,Matchday 36,SV Ried,1. Wiener Neustädter SC,1-1,2-2
2012-13,Österr. Bundesliga,2012-07-28,18:30,Matchday 2,RB Salzburg,SV Mattersburg,2-1,3-2
2012-13,Österr. Bundesliga,2012-08-12,16:00,Matchday 4,1. Wiener Neustädter SC,SV Ried,1-1,2-3
2012-13,Österr. Bundesliga,2012-08-18,18:30,Matchday 5,FC Admira Wacker,RB Salzburg,3-1,4-4
2012-13,Österr. Bundesliga,2012-09-30,16:00,Matchday 10,RB Salzburg,Sturm Graz,2-1,3-2
2012-13,Österr. Bundesliga,2012-10-27,18:30,Matchday 13,FC Admira Wacker,Austria Wien,3-2,4-6
2012-13,Österr. Bundesliga,2012-12-01,18:30,Matchday 18,Rapid Wien,SV Ried,2-1,4-3
2012-13,Österr. Bundesliga,2012-12-08,18:30,Matchday 19,Wolfsberger AC,Austria Wien,2-2,3-6
2012-13,Österr. Bundesliga,2013-03-16,18:30,Matchday 26,RB Salzburg,SV Ried,1-1,2-2
2012-13,Österr. Bundesliga,2013-03-30,18:30,Matchday 27,SV Ried,Rapid Wien,2-1,3-2
2012-13,Österr. Bundesliga,2013-03-30,18:30,Matchday 27,FC Wacker Innsbruck,Wolfsberger AC,1-2,2-3
2012-13,Österr. Bundesliga,2013-04-13,18:30,Matchday 29,FC Admira Wacker,FC Wacker Innsbruck,2-1,4-3
2013-14,Österr. Bundesliga,2013-08-31,19:00,Matchday 7,SV Grödig,1. Wiener Neustädter SC,1-1,3-6
2013-14,Österr. Bundesliga,2013-09-21,19:00,Matchday 9,SV Grödig,FC Wacker Innsbruck,1-2,3-3
2013-14,Österr. Bundesliga,2013-10-05,19:00,Matchday 11,FC Wacker Innsbruck,FC Admira Wacker,1-2,3-3
2013-14,Österr. Bundesliga,2013-10-26,19:00,Matchday 13,1. Wiener Neustädter SC,SV Ried,2-1,3-3
2013-14,Österr. Bundesliga,2013-11-02,16:30,Matchday 14,Rapid Wien,FC Admira Wacker,2-1,4-2
2013-14,Österr. Bundesliga,2013-11-23,19:00,Matchday 16,SV Ried,FC Admira Wacker,1-1,2-2
2013-14,Österr. Bundesliga,2013-12-03,20:30,Matchday 18,Austria Wien,Sturm Graz,2-1,3-2
2013-14,Österr. Bundesliga,2013-12-04,20:30,Matchday 18,FC Wacker Innsbruck,SV Grödig,1-1,5-3
2013-14,Österr. Bundesliga,2013-12-14,19:00,Matchday 20,Sturm Graz,SV Grödig,1-1,2-2
2013-14,Österr. Bundesliga,2014-02-22,16:30,Matchday 24,SV Ried,Sturm Graz,1-1,2-2
2013-14,Österr. Bundesliga,2014-03-02,16:30,Matchday 25,RB Salzburg,Rapid Wien,2-1,6-3
2013-14,Österr. Bundesliga,2014-04-19,19:00,Matchday 33,FC Admira Wacker,RB Salzburg,1-1,2-3
2013-14,Österr. Bundesliga,2014-05-11,16:30,Matchday 36,SV Ried,Rapid Wien,1-1,2-5
2014-15,Österr. Bundesliga,2014-08-23,19:00,Matchday 6,1. Wiener Neustädter SC,FC Admira Wacker,1-1,5-4
2014-15,Österr. Bundesliga,2014-08-24,16:30,Matchday 6,Austria Wien,Rapid Wien,1-1,2-2
2014-15,Österr. Bundesliga,2014-08-30,16:30,Matchday 7,RB Salzburg,Sturm Graz,1-2,2-3
2014-15,Österr. Bundesliga,2014-09-21,16:30,Matchday 9,RB Salzburg,Austria Wien,1-2,2-3
2014-15,Österr. Bundesliga,2014-10-18,16:00,Matchday 12,RB Salzburg,SV Ried,2-1,4-2
2014-15,Österr. Bundesliga,2014-11-05,18:30,Matchday 14,1. Wiener Neustädter SC,SV Grödig,1-3,2-4
2014-15,Österr. Bundesliga,2015-05-03,16:30,Matchday 31,Sturm Graz,Rapid Wien,1-1,2-2
2014-15,Österr. Bundesliga,2015-05-09,18:30,Matchday 32,1. Wiener Neustädter SC,SV Grödig,1-2,2-4
2014-15,Österr. Bundesliga,2015-05-16,16:00,Matchday 33,SCR Altach,RB Salzburg,1-1,2-2
2015-16,Österr. Bundesliga,2015-08-12,20:30,Matchday 4,SV Grödig,FC Admira Wacker,1-1,2-3
2015-16,Österr. Bundesliga,2015-08-12,20:30,Matchday 4,Austria Wien,Rapid Wien,1-3,2-5
2015-16,Österr. Bundesliga,2015-08-23,16:30,Matchday 6,RB Salzburg,Austria Wien,1-1,2-2
2015-16,Österr. Bundesliga,2016-02-06,18:30,Matchday 21,SV Mattersburg,SV Ried,1-2,3-3
2015-16,Österr. Bundesliga,2016-02-28,14:00,Matchday 24,Rapid Wien,SV Grödig,1-1,3-2
2016-17,Österr. Bundesliga,2016-09-10,18:30,Matchday 7,SKN St. Pölten,SV Ried,1-2,2-3
2016-17,Österr. Bundesliga,2016-10-02,16:30,Matchday 10,SV Ried,Rapid Wien,3-1,4-2
2016-17,Österr. Bundesliga,2017-04-29,18:30,Matchday 31,SKN St. Pölten,SCR Altach,2-1,3-3
2016-17,Österr. Bundesliga,2017-05-06,18:30,Matchday 32,Sturm Graz,SKN St. Pölten,2-1,3-2
2016-17,Österr. Bundesliga,2017-05-13,18:30,Matchday 33,FC Admira Wacker,Wolfsberger AC,1-1,3-2
2017-18,Österr. Bundesliga,2017-08-06,19:00,Matchday 3,SV Mattersburg,Sturm Graz,1-1,2-3
2017-18,Österr. Bundesliga,2017-09-09,18:30,Matchday 7,Austria Wien,Wolfsberger AC,1-1,2-2
2017-18,Österr. Bundesliga,2017-09-23,16:00,Matchday 9,Rapid Wien,Wolfsberger AC,2-1,4-2
2017-18,Österr. Bundesliga,2017-10-21,16:00,Matchday 12,Sturm Graz,SV Mattersburg,1-1,3-2
2017-18,Österr. Bundesliga,2017-11-04,18:30,Matchday 14,SCR Altach,LASK,1-1,2-4
2017-18,Österr. Bundesliga,2017-11-26,16:30,Matchday 16,Rapid Wien,RB Salzburg,1-1,2-3
2017-18,Österr. Bundesliga,2018-02-25,16:30,Matchday 24,Sturm Graz,RB Salzburg,1-1,2-4
2017-18,Österr. Bundesliga,2018-03-03,18:30,Matchday 25,SV Mattersburg,FC Admira Wacker,2-1,3-2
2017-18,Österr. Bundesliga,2018-04-15,19:00,Matchday 30,FC Admira Wacker,RB Salzburg,1-3,2-6
2017-18,Österr. Bundesliga,2018-04-28,18:30,Matchday 32,FC Admira Wacker,Wolfsberger AC,1-1,4-2
2017-18,Österr. Bundesliga,2018-04-29,16:30,Matchday 32,Sturm Graz,Rapid Wien,2-1,4-2
2018-19,Österr. Bundesliga,2018-07-28,17:00,Matchday 1,SCR Altach,SV Mattersburg,1-1,2-3
2018-19,Österr. Bundesliga,2018-07-28,17:00,Matchday 1,Sturm Graz,TSV Hartberg,2-1,3-2
2018-19,Österr. Bundesliga,2018-07-29,17:00,Matchday 1,SKN St. Pölten,Wolfsberger AC,2-2,4-3
2018-19,Österr. Bundesliga,2018-08-11,17:00,Matchday 3,TSV Hartberg,SV Mattersburg,3-1,4-2
2018-19,Österr. Bundesliga,2018-08-25,17:00,Matchday 5,SCR Altach,RB Salzburg,1-2,2-3
2018-19,Österr. Bundesliga,2018-09-15,17:00,Matchday 7,FC Admira Wacker,Sturm Graz,1-1,2-3
2018-19,Österr. Bundesliga,2018-09-29,17:00,Matchday 9,FC Admira Wacker,SCR Altach,1-2,2-4
2018-19,Österr. Bundesliga,2018-10-06,17:00,Matchday 10,Wolfsberger AC,TSV Hartberg,2-1,3-4
2018-19,Österr. Bundesliga,2018-10-28,17:00,Matchday 12,LASK,RB Salzburg,2-2,3-3
2018-19,Österr. Bundesliga,2018-11-03,17:00,Matchday 13,SKN St. Pölten,LASK,1-1,2-2
2018-19,Österr. Bundesliga,2018-12-01,17:00,Matchday 16,LASK,TSV Hartberg,2-2,3-3
2018-19,Österr. Bundesliga,2018-12-08,17:00,Matchday 17,FC Admira Wacker,RB Salzburg,1-1,2-2
2018-19,Österr. Bundesliga,2019-03-10,17:00,Matchday 21,FC Admira Wacker,SKN St. Pölten,1-1,3-2
2018-19,Österr. Bundesliga,2019-04-21,17:00,Matchday 26,Austria Wien,LASK,1-1,2-2
2018-19,Österr. Bundesliga,2019-04-23,19:00,Matchday 27,TSV Hartberg,Rapid Wien,1-1,2-4
2018-19,Österr. Bundesliga,2019-04-27,17:00,Matchday 28,Rapid Wien,TSV Hartberg,2-2,3-4
2019-20,Österr. Bundesliga,2019-08-04,17:00,Matchday 2,SKN St. Pölten,Rapid Wien,1-1,2-2
2019-20,Österr. Bundesliga,2019-08-10,17:00,Matchday 3,RB Salzburg,Wolfsberger AC,2-1,5-2
2019-20,Österr. Bundesliga,2019-08-24,17:00,Matchday 5,Wolfsberger AC,SCR Altach,3-1,5-2
2019-20,Österr. Bundesliga,2019-09-14,17:00,Matchday 7,RB Salzburg,TSV Hartberg,2-1,7-2
2019-20,Österr. Bundesliga,2019-09-21,17:00,Matchday 8,SV Mattersburg,Sturm Graz,1-2,3-3
2019-20,Österr. Bundesliga,2019-09-29,17:00,Matchday 9,Rapid Wien,TSV Hartberg,1-1,3-3
2019-20,Österr. Bundesliga,2019-10-05,17:00,Matchday 10,SV Mattersburg,Rapid Wien,1-1,2-3
2019-20,Österr. Bundesliga,2019-10-27,17:00,Matchday 12,RB Salzburg,Rapid Wien,2-1,3-2
2019-20,Österr. Bundesliga,2019-12-14,17:00,Matchday 18,TSV Hartberg,RB Salzburg,1-1,2-2
2019-20,Österr. Bundesliga,2020-02-14,19:00,Matchday 19,RB Salzburg,LASK,1-2,2-3
2019-20,Österr. Bundesliga,2020-02-23,14:30,Matchday 20,TSV Hartberg,Rapid Wien,1-1,2-2
2019-20,Österr. Bundesliga,2020-03-07,17:00,Matchday 22,Wolfsberger AC,Rapid Wien,1-1,2-2
2019-20,Österr. Bundesliga,2020-06-24,20:30,Matchday 29,Rapid Wien,RB Salzburg,1-4,2-7
2020-21,Österr. Bundesliga,2020-09-27,14:30,Matchday 3,Austria Wien,FC Admira Wacker,1-1,2-2
2020-21,Österr. Bundesliga,2020-10-03,17:00,Matchday 4,Wolfsberger AC,SKN St. Pölten,1-3,2-4
2020-21,Österr. Bundesliga,2020-10-24,17:00,Matchday 5,SCR Altach,FC Admira Wacker,2-1,4-2
2020-21,Österr. Bundesliga,2020-11-22,17:00,Matchday 8,SV Ried,Rapid Wien,2-1,4-3
2020-21,Österr. Bundesliga,2020-11-28,17:00,Matchday 9,SKN St. Pölten,RB Salzburg,1-4,2-8
2020-21,Österr. Bundesliga,2020-12-13,14:30,Matchday 11,Wolfsberger AC,Austria Wien,1-1,3-2
2020-21,Österr. Bundesliga,2021-02-13,17:00,Matchday 17,WSG Tirol,RB Salzburg,1-1,2-4
2020-21,Österr. Bundesliga,2021-03-14,17:00,Matchday 21,Wolfsberger AC,WSG Tirol,1-3,3-5
2020-21,Österr. Bundesliga,2021-03-21,17:00,Matchday 22,Austria Wien,Wolfsberger AC,1-3,3-5
2020-21,Österr. Bundesliga,2021-04-20,20:30,Matchday 26,Austria Wien,SV Ried,1-1,2-2
2020-21,Österr. Bundesliga,2021-04-21,18:30,Matchday 26,WSG Tirol,RB Salzburg,1-1,3-2
2020-21,Österr. Bundesliga,2021-05-09,14:30,Matchday 29,LASK,WSG Tirol,1-1,3-3
2020-21,Österr. Bundesliga,2021-05-12,18:30,Matchday 30,WSG Tirol,Sturm Graz,1-2,2-3
2020-21,Österr. Bundesliga,2021-05-16,17:00,Matchday 31,LASK,RB Salzburg,1-3,2-5
2021-22,Österr. Bundesliga,2021-08-07,17:00,Matchday 3,SK Austria Klagenfurt,TSV Hartberg,2-1,4-3
2021-22,Österr. Bundesliga,2021-08-14,17:00,Matchday 4,Wolfsberger AC,WSG Tirol,1-1,2-2
2021-22,Österr. Bundesliga,2021-09-26,14:30,Matchday 9,TSV Hartberg,Austria Wien,2-3,3-4
2021-22,Österr. Bundesliga,2021-10-03,14:30,Matchday 10,Rapid Wien,WSG Tirol,1-1,5-2
2021-22,Österr. Bundesliga,2021-10-16,17:00,Matchday 11,Austria Wien,FC Admira Wacker,1-1,2-2
2021-22,Österr. Bundesliga,2021-10-17,14:30,Matchday 11,WSG Tirol,TSV Hartberg,1-1,2-2
2021-22,Österr. Bundesliga,2021-10-30,17:00,Matchday 13,SK Austria Klagenfurt,FC Admira Wacker,2-2,3-3
2021-22,Österr. Bundesliga,2021-10-31,17:00,Matchday 13,Rapid Wien,LASK,1-1,3-2
2021-22,Österr. Bundesliga,2021-11-28,17:00,Matchday 16,SV Ried,Rapid Wien,1-1,2-2
2021-22,Österr. Bundesliga,2022-02-12,17:00,Matchday 19,WSG Tirol,Sturm Graz,1-1,2-2
2021-22,Österr. Bundesliga,2022-02-20,17:00,Matchday 20,Sturm Graz,Rapid Wien,1-1,2-2
2021-22,Österr. Bundesliga,2022-04-16,17:00,Matchday 27,SV Ried,WSG Tirol,1-1,2-3
2021-22,Österr. Bundesliga,2022-04-24,14:30,Matchday 28,SK Austria Klagenfurt,Wolfsberger AC,1-1,2-3
2021-22,Österr. Bundesliga,2022-05-07,17:00,Matchday 30,LASK,TSV Hartberg,2-2,3-3
2021-22,Österr. Bundesliga,2022-05-21,17:00,Matchday 32,Austria Wien,Sturm Graz,2-1,4-2
2022-23,Österr. Bundesliga,2022-08-28,17:00,Matchday 6,SK Austria Klagenfurt,Austria Wien,1-1,3-3
2022-23,Österr. Bundesliga,2022-09-04,14:30,Matchday 7,Wolfsberger AC,SK Austria Klagenfurt,2-2,3-4
2022-23,Österr. Bundesliga,2022-10-02,14:30,Matchday 10,TSV Hartberg,SK Austria Klagenfurt,1-2,2-3
2022-23,Österr. Bundesliga,2022-10-29,17:00,Matchday 14,SK Austria Klagenfurt,WSG Tirol,1-2,2-3
2022-23,Österr. Bundesliga,2023-03-05,14:30,Matchday 20,WSG Tirol,LASK,1-2,2-3
2022-23,Österr. Bundesliga,2023-03-05,17:00,Matchday 20,Rapid Wien,RB Salzburg,1-1,2-4
2022-23,Österr. Bundesliga,2023-03-19,17:00,Matchday 22,TSV Hartberg,LASK,1-1,2-2
2022-23,Österr. Bundesliga,2023-03-19,17:00,Matchday 22,Austria Lustenau,SK Austria Klagenfurt,2-1,4-2
2022-23,Österr. Bundesliga,2023-04-16,17:00,Matchday 25,Rapid Wien,Austria Wien,2-2,3-3
2022-23,Österr. Bundesliga,2023-04-29,17:00,Matchday 27,SV Ried,Austria Lustenau,1-3,4-4
2023-24,Österr. Bundesliga,2023-08-06,17:00,Matchday 2,FC Blau Weiß Linz,TSV Hartberg,1-2,3-3
2023-24,Österr. Bundesliga,2023-09-02,17:00,Matchday 6,WSG Tirol,FC Blau Weiß Linz,1-2,2-4
2023-24,Österr. Bundesliga,2023-09-03,17:00,Matchday 6,Austria Wien,SK Austria Klagenfurt,1-1,2-2
2023-24,Österr. Bundesliga,2023-10-29,17:00,Matchday 12,Rapid Wien,LASK,1-1,3-3
2023-24,Österr. Bundesliga,2023-11-25,17:00,Matchday 15,RB Salzburg,TSV Hartberg,1-1,3-2
2023-24,Österr. Bundesliga,2024-02-11,17:00,Matchday 18,LASK,SK Austria Klagenfurt,1-1,2-2
2023-24,Österr. Bundesliga,2024-04-20,17:00,Matchday 27,SCR Altach,FC Blau Weiß Linz,1-1,2-2
2023-24,Österr. Bundesliga,2024-04-26,19:30,Matchday 29,Austria Wien,SCR Altach,1-1,2-2
2023-24,Österr. Bundesliga,2024-05-04,17:00,Matchday 30,FC Blau Weiß Linz,WSG Tirol,2-1,3-2
2023-24,Österr. Bundesliga,2024-05-12,17:00,Matchday 31,LASK,Sturm Graz,1-1,2-2
2023-24,Österr. Bundesliga,2024-05-18,17:00,Matchday 32,SCR Altach,Austria Lustenau,1-1,2-2
2024-25,Österr. Bundesliga,2024-09-21,17:00,Matchday 7,LASK,Grazer AK,2-1,4-2
2024-25,Österr. Bundesliga,2024-10-26,17:00,Matchday 11,SCR Altach,SK Austria Klagenfurt,1-1,2-2
2024-25,Österr. Bundesliga,2025-02-07,20:30,Matchday 17,Sturm Graz,Austria Wien,1-1,2-2
2024-25,Österr. Bundesliga,2025-02-22,17:00,Matchday 19,WSG Tirol,Wolfsberger AC,1-1,3-3
2024-25,Österr. Bundesliga,2025-03-29,17:00,"Relegation, Matchday 23",TSV Hartberg,SK Austria Klagenfurt,1-1,2-3
2024-25,Österr. Bundesliga,2025-05-09,19:30,"Championship, Matchday 30",Sturm Graz,RB Salzburg,2-1,4-2
2024-25,Österr. Bundesliga,2025-05-10,17:00,"Relegation, Matchday 30",SCR Altach,Grazer AK,1-1,2-2
2024-25,Österr. Bundesliga,2025-05-24,17:00,"Championship, Matchday 32",RB Salzburg,Rapid Wien,3-1,4-2
2025-26,Austria | Bundesliga,2025-08-02,19:30 UTC+2,Regular Season - 1,SV Ried,FC Salzburg,1-1,2-2
2025-26,Austria | Bundesliga,2025-08-03,17:00 UTC+2,Regular Season - 1,Grazer AK,Austria Wien,1-1,2-2
2025-26,Austria | Bundesliga,2025-08-30,17:00 UTC+2,Regular Season - 5,FC Salzburg,Blau-Weiß Linz,1-1,2-2
2025-26,Austria | Bundesliga,2025-10-18,17:00 UTC+2,Regular Season - 10,WSG Tirol,Austria Wien,1-2,2-3
2025-26,Austria | Bundesliga,2025-10-19,14:30 UTC+2,Regular Season - 10,FC Salzburg,SCR Altach,1-1,2-2
2025-26,Austria | Bundesliga,2025-10-19,14:30 UTC+2,Regular Season - 10,Blau-Weiß Linz,Sturm Graz,1-1,3-4
2025-26,Austria | Bundesliga,2025-11-22,17:00 UTC+1,Regular Season - 14,Blau-Weiß Linz,Austria Wien,1-2,2-3
2025-26,Austria | Bundesliga,2026-02-08,14:30 UTC+1,Regular Season - 18,Wolfsberger AC,Grazer AK,1-1,2-2
2025-26,Austria | Bundesliga,2026-03-15,17:00 UTC+1,Championship Round - 1,Austria Wien,Sturm Graz,1-2,2-5
2025-26,Austria | Bundesliga,2026-03-22,17:00 UTC+1,Championship Round - 2,Rapid Wien,LASK Linz,2-1,4-2
2025-26,Austria | Bundesliga,2026-04-10,19:30 UTC+2,Championship Round - 4,FC Salzburg,LASK Linz,1-1,2-3
2025-26,Austria | Bundesliga,2026-05-10,17:00 UTC+2,Championship Round - 9,TSV Hartberg,Sturm Graz,1-3,2-4
