season,league,date,time,round,home,away,ht_score,ft_score
2024-25,Deutsche 2. Bundesliga,2024-11-22,18:30,Matchday 13,SC Paderborn 07,1. FC Nürnberg,1-1,3-2
2024-25,Deutsche 2. Bundesliga,2024-11-23,13:00,Matchday 13,Hertha BSC,SSV Ulm 1846,1-1,2-2
2024-25,Deutsche 2. Bundesliga,2024-12-06,18:30,Matchday 15,SC Paderborn 07,FC Schalke 04,1-2,2-4
2024-25,Deutsche 2. Bundesliga,2024-12-13,18:30,Matchday 16,Karlsruher SC,Jahn Regensburg,1-1,4-2
2024-25,Deutsche 2. Bundesliga,2025-01-24,18:30,Matchday 19,SpVgg Greuther Fürth,1. FC Kaiserslautern,1-1,2-4
2024-25,Deutsche 2. Bundesliga,2025-01-26,13:30,Matchday 19,Hannover 96,Preußen Münster,1-1,2-2
2024-25,Deutsche 2. Bundesliga,2025-02-01,13:00,Matchday 20,Fortuna Düsseldorf,SSV Ulm 1846,2-1,3-2
2024-25,Deutsche 2. Bundesliga,2025-02-08,13:00,Matchday 21,1. FC Magdeburg,1. FC Nürnberg,1-3,3-4
2024-25,Deutsche 2. Bundesliga,2025-03-15,13:00,Matchday 26,SC Paderborn 07,1. FC Kaiserslautern,3-2,5-3
2024-25,Deutsche 2. Bundesliga,2025-03-30,13:30,Matchday 27,SpVgg Greuther Fürth,FC Schalke 04,2-1,3-3
2024-25,Deutsche 2. Bundesliga,2025-04-04,18:30,Matchday 28,Eintracht Braunschweig,SC Paderborn 07,1-1,3-2
2024-25,Deutsche 2. Bundesliga,2025-04-19,13:00,Matchday 30,1. FC Nürnberg,SC Paderborn 07,1-1,2-3
2024-25,Deutsche 2. Bundesliga,2025-05-04,13:30,Matchday 32,Karlsruher SC,1. FC Kaiserslautern,1-1,2-2
2025-26,Deutsche 2. Bundesliga,2025-08-02,12:00,1. Round,Karlsruher SC,Preußen Münster,2-1,3-2
2025-26,Deutsche 2. Bundesliga,2025-08-03,12:30,1. Round,SpVgg Greuther Fürth,Dynamo Dresden,2-1,3-2
2025-26,Deutsche 2. Bundesliga,2025-08-09,12:00,2. Round,Eintracht Braunschweig,SpVgg Greuther Fürth,2-1,3-2
2025-26,Deutsche 2. Bundesliga,2025-08-31,12:30,4. Round,1. FC Magdeburg,SpVgg Greuther Fürth,1-1,4-5
2025-26,Deutsche 2. Bundesliga,2025-10-04,12:00,8. Round,1. FC Kaiserslautern,VfL Bochum,1-1,3-2
2025-26,Deutsche 2. Bundesliga,2025-10-04,19:30,8. Round,Dynamo Dresden,Karlsruher SC,1-2,3-3
2025-26,Deutsche 2. Bundesliga,2025-10-05,12:30,8. Round,SpVgg Greuther Fürth,Hannover 96,1-1,2-2
2025-26,Deutsche 2. Bundesliga,2025-10-18,12:00,9. Round,SC Paderborn 07,Arminia Bielefeld,1-2,4-3
2025-26,Deutsche 2. Bundesliga,2025-10-31,17:30,11. Round,SV 07 Elversberg,Hannover 96,1-1,2-2
