season,league,date,time,round,home,away,ht_score,ft_score
2018-19,Italian Serie A,2018-12-26,15:00,Matchday 18,Atalanta,Juventus,1-1,2-2
2018-19,Italian Serie A,2018-12-29,18:00,Matchday 19,SSC Napoli,Bologna FC,1-1,3-2
2018-19,Italian Serie A,2019-01-20,15:00,Matchday 20,ACF Fiorentina,Sampdoria,1-1,3-3
2018-19,Italian Serie A,2019-01-27,12:30,Matchday 21,Chievo Verona,ACF Fiorentina,1-2,3-4
2018-19,Italian Serie A,2019-02-23,20:30,Matchday 25,Frosinone Calcio,AS Roma,1-2,2-3
2018-19,Italian Serie A,2019-02-24,20:30,Matchday 25,ACF Fiorentina,Inter,1-2,3-3
2018-19,Italian Serie A,2019-03-02,15:00,Matchday 26,Empoli FC,Parma Calcio 1913,1-2,3-3
2018-19,Italian Serie A,2019-03-16,15:00,Matchday 28,Sassuolo Calcio,Sampdoria,1-3,3-5
2018-19,Italian Serie A,2019-03-16,20:30,Matchday 28,Torino FC,Bologna FC,1-2,2-3
2018-19,Italian Serie A,2019-04-03,21:00,Matchday 30,AS Roma,ACF Fiorentina,1-1,2-2
2018-19,Italian Serie A,2019-04-03,21:00,Matchday 30,Frosinone Calcio,Parma Calcio 1913,2-1,3-2
2018-19,Italian Serie A,2019-04-20,15:00,Matchday 33,Empoli FC,SPAL 2013 Ferrara,1-2,2-4
2018-19,Italian Serie A,2019-05-05,15:00,Matchday 35,Parma Calcio 1913,Sampdoria,1-2,3-3
2018-19,Italian Serie A,2019-05-26,20:30,Matchday 38,SPAL 2013 Ferrara,AC Milan,1-2,2-3
2019-20,Italian Serie A,2019-08-24,20:45,Matchday 1,ACF Fiorentina,SSC Napoli,1-2,3-4
2019-20,Italian Serie A,2019-08-25,20:45,Matchday 1,AS Roma,Genoa CFC,2-2,3-3
2019-20,Italian Serie A,2019-09-01,20:45,Matchday 2,Atalanta,Torino FC,1-1,2-3
2019-20,Italian Serie A,2019-10-20,12:30,Matchday 8,Sassuolo Calcio,Inter,1-3,3-4
2019-20,Italian Serie A,2019-10-30,19:00,Matchday 10,SSC Napoli,Atalanta,1-1,2-2
2019-20,Italian Serie A,2019-11-10,15:00,Matchday 12,Lazio Roma,US Lecce,1-1,4-2
2019-20,Italian Serie A,2019-11-24,12:30,Matchday 13,Bologna FC,Parma Calcio 1913,1-1,2-2
2019-20,Italian Serie A,2019-12-01,12:30,Matchday 14,Juventus,Sassuolo Calcio,1-1,2-2
2019-20,Italian Serie A,2019-12-07,15:00,Matchday 15,Atalanta,Hellas Verona,1-1,3-2
2019-20,Italian Serie A,2019-12-08,20:45,Matchday 15,Bologna FC,AC Milan,1-2,2-3
2019-20,Italian Serie A,2020-01-19,15:00,Matchday 20,Brescia Calcio,Cagliari Calcio,1-1,2-2
2019-20,Italian Serie A,2020-02-01,18:00,Matchday 22,Cagliari Calcio,Parma Calcio 1913,1-1,2-2
2019-20,Italian Serie A,2020-02-03,20:45,Matchday 22,Sampdoria,SSC Napoli,1-2,2-4
2019-20,Italian Serie A,2020-02-07,20:45,Matchday 23,AS Roma,Bologna FC,1-2,2-3
2019-20,Italian Serie A,2020-03-01,18:00,Matchday 26,Cagliari Calcio,AS Roma,1-2,3-4
2019-20,Italian Serie A,2020-06-24,19:30,Matchday 27,Inter,Sassuolo Calcio,2-1,3-3
2019-20,Italian Serie A,2020-06-28,19:30,Matchday 28,Udinese Calcio,Atalanta,1-1,2-3
2019-20,Italian Serie A,2020-07-01,21:45,Matchday 29,Hellas Verona,Parma Calcio 1913,1-1,3-2
2019-20,Italian Serie A,2020-07-04,19:30,Matchday 30,Sassuolo Calcio,US Lecce,1-1,4-2
2019-20,Italian Serie A,2020-07-12,21:45,Matchday 32,SSC Napoli,AC Milan,1-1,2-2
2019-20,Italian Serie A,2020-07-14,21:45,Matchday 33,Atalanta,Brescia Calcio,4-1,6-2
2019-20,Italian Serie A,2020-07-15,21:45,Matchday 33,Sassuolo Calcio,Juventus,1-2,3-3
2019-20,Italian Serie A,2020-07-19,21:45,Matchday 34,AS Roma,Inter,1-1,2-2
2019-20,Italian Serie A,2020-07-26,17:15,Matchday 36,Bologna FC,US Lecce,2-1,3-2
2019-20,Italian Serie A,2020-07-29,21:45,Matchday 37,Torino FC,AS Roma,1-2,2-3
2019-20,Italian Serie A,2020-08-02,20:45,Matchday 38,US Lecce,Parma Calcio 1913,2-2,3-4
2020-21,Italian Serie A,2020-09-26,20:45,Matchday 2,FC Internazionale Milano,ACF Fiorentina,1-1,4-3
2020-21,Italian Serie A,2020-09-30,18:00,Matchday 1,Benevento Calcio,FC Internazionale Milano,1-4,2-5
2020-21,Italian Serie A,2020-10-04,12:30,Matchday 3,Atalanta BC,Cagliari Calcio,4-1,5-2
2020-21,Italian Serie A,2020-10-18,12:30,Matchday 4,Bologna FC 1909,US Sassuolo Calcio,2-1,3-4
2020-21,Italian Serie A,2020-10-18,15:00,Matchday 4,Torino FC,Cagliari Calcio,1-2,2-3
2020-21,Italian Serie A,2020-10-18,18:00,Matchday 4,Udinese Calcio,Parma Calcio 1913,1-1,3-2
2020-21,Italian Serie A,2020-10-18,20:45,Matchday 4,AS Roma,Benevento Calcio,2-1,5-2
2020-21,Italian Serie A,2020-10-25,18:00,Matchday 5,ACF Fiorentina,Udinese Calcio,2-1,3-2
2020-21,Italian Serie A,2020-10-26,20:45,Matchday 5,AC Milan,AS Roma,1-1,3-3
2020-21,Italian Serie A,2020-10-31,20:45,Matchday 6,Bologna FC 1909,Cagliari Calcio,1-1,3-2
2020-21,Italian Serie A,2020-11-01,15:00,Matchday 6,Torino FC,SS Lazio,2-1,3-4
2020-21,Italian Serie A,2020-12-23,20:45,Matchday 14,AC Milan,SS Lazio,2-1,3-2
2020-21,Italian Serie A,2021-01-23,15:00,Matchday 19,AS Roma,Spezia Calcio,1-1,4-3
2020-21,Italian Serie A,2021-03-03,18:30,Matchday 25,US Sassuolo Calcio,SSC Napoli,2-1,3-3
2020-21,Italian Serie A,2021-03-07,15:00,Matchday 26,ACF Fiorentina,Parma Calcio 1913,2-1,3-3
2020-21,Italian Serie A,2021-03-07,15:00,Matchday 26,FC Crotone,Torino FC,1-1,4-2
2020-21,Italian Serie A,2021-03-12,15:00,Matchday 27,SS Lazio,FC Crotone,2-1,3-2
2020-21,Italian Serie A,2021-03-13,15:00,Matchday 27,US Sassuolo Calcio,Hellas Verona FC,1-1,3-2
2020-21,Italian Serie A,2021-03-21,18:00,Matchday 28,ACF Fiorentina,AC Milan,1-1,2-3
2020-21,Italian Serie A,2021-04-03,15:00,Matchday 29,SSC Napoli,FC Crotone,3-1,4-3
2020-21,Italian Serie A,2021-04-03,15:00,Matchday 29,Atalanta BC,Udinese Calcio,2-1,3-2
2020-21,Italian Serie A,2021-04-03,18:00,Matchday 29,Torino FC,Juventus FC,1-1,2-2
2020-21,Italian Serie A,2021-04-17,20:45,Matchday 31,Cagliari Calcio,Parma Calcio 1913,1-2,4-3
2020-21,Italian Serie A,2021-04-18,15:00,Matchday 31,SS Lazio,Benevento Calcio,3-1,5-3
2020-21,Italian Serie A,2021-04-24,18:00,Matchday 33,Parma Calcio 1913,FC Crotone,1-3,3-4
2020-21,Italian Serie A,2021-04-25,12:30,Matchday 33,Benevento Calcio,Udinese Calcio,1-2,2-4
2020-21,Italian Serie A,2021-04-25,18:00,Matchday 33,Cagliari Calcio,AS Roma,1-1,3-2
2020-21,Italian Serie A,2021-05-02,15:00,Matchday 34,Bologna FC 1909,ACF Fiorentina,1-1,3-3
2020-21,Italian Serie A,2021-05-12,20:45,Matchday 36,UC Sampdoria,Spezia Calcio,1-1,2-2
2020-21,Italian Serie A,2021-05-15,18:00,Matchday 37,Juventus FC,FC Internazionale Milano,2-1,3-2
2020-21,Italian Serie A,2021-05-17,20:45,Matchday 37,Hellas Verona FC,Bologna FC 1909,1-1,2-2
2021-22,Italian Serie A,2021-09-22,18:30,Matchday 5,Spezia Calcio,Juventus FC,1-1,2-3
2021-22,Italian Serie A,2021-09-26,12:30,Matchday 6,Juventus FC,UC Sampdoria,2-1,3-2
2021-22,Italian Serie A,2021-09-26,15:00,Matchday 6,Empoli FC,Bologna FC 1909,2-1,4-2
2021-22,Italian Serie A,2021-09-26,18:00,Matchday 6,SS Lazio,AS Roma,2-1,3-2
2021-22,Italian Serie A,2021-10-03,15:00,Matchday 7,UC Sampdoria,Udinese Calcio,1-2,3-3
2021-22,Italian Serie A,2021-10-30,15:00,Matchday 11,Atalanta BC,SS Lazio,1-1,2-2
2021-22,Italian Serie A,2021-11-20,15:00,Matchday 13,Atalanta BC,Spezia Calcio,3-1,5-2
2021-22,Italian Serie A,2021-11-21,12:30,Matchday 13,US Sassuolo Calcio,Cagliari Calcio,1-1,2-2
2021-22,Italian Serie A,2021-11-21,18:00,Matchday 13,FC Internazionale Milano,SSC Napoli,2-1,3-2
2021-22,Italian Serie A,2021-12-02,20:45,Matchday 15,SS Lazio,Udinese Calcio,1-3,4-4
2021-22,Italian Serie A,2021-12-04,20:45,Matchday 16,SSC Napoli,Atalanta BC,1-1,2-3
2021-22,Italian Serie A,2021-12-05,12:30,Matchday 16,Bologna FC 1909,ACF Fiorentina,1-1,2-3
2021-22,Italian Serie A,2021-12-22,20:45,Matchday 19,Empoli FC,AC Milan,1-2,2-4
2021-22,Italian Serie A,2022-01-06,14:30,Matchday 20,SS Lazio,Empoli FC,1-2,3-3
2021-22,Italian Serie A,2022-01-09,18:30,Matchday 21,AS Roma,Juventus FC,1-1,3-4
2021-22,Italian Serie A,2022-02-19,20:45,Matchday 26,US Salernitana 1919,AC Milan,1-1,2-2
2021-22,Italian Serie A,2022-02-26,18:05,Matchday 27,Empoli FC,Juventus FC,1-2,2-3
2021-22,Italian Serie A,2022-04-24,15:00,Matchday 34,Bologna FC 1909,Udinese Calcio,1-1,2-2
2021-22,Italian Serie A,2022-04-27,20:15,Matchday 20,Atalanta BC,Torino FC,2-2,4-4
2021-22,Italian Serie A,2022-04-30,20:45,Matchday 35,Spezia Calcio,SS Lazio,2-1,3-4
2021-22,Italian Serie A,2022-05-08,15:00,Matchday 36,Venezia FC,Bologna FC 1909,2-1,4-3
2021-22,Italian Serie A,2022-05-14,18:00,Matchday 37,Udinese Calcio,Spezia Calcio,1-2,2-3
2021-22,Italian Serie A,2022-05-21,20:45,Matchday 38,SS Lazio,Hellas Verona FC,2-2,3-3
2022-23,Italian Serie A,2022-08-14,18:30,Matchday 1,ACF Fiorentina,US Cremonese,2-1,3-2
2022-23,Italian Serie A,2022-08-15,18:30,Matchday 1,Hellas Verona FC,SSC Napoli,1-2,2-5
2022-23,Italian Serie A,2022-09-03,18:00,Matchday 5,AC Milan,FC Internazionale Milano,1-1,3-2
2022-23,Italian Serie A,2022-09-04,15:00,Matchday 5,Spezia Calcio,Bologna FC 1909,1-1,2-2
2022-23,Italian Serie A,2022-09-05,18:30,Matchday 5,US Salernitana 1919,Empoli FC,1-1,2-2
2022-23,Italian Serie A,2022-10-16,18:00,Matchday 10,SSC Napoli,Bologna FC 1909,1-1,3-2
2022-23,Italian Serie A,2022-10-22,20:45,Matchday 11,ACF Fiorentina,FC Internazionale Milano,1-2,3-4
2022-23,Italian Serie A,2022-11-13,12:30,Matchday 15,Atalanta BC,FC Internazionale Milano,1-1,2-3
2022-23,Italian Serie A,2023-01-15,18:00,Matchday 18,Atalanta BC,US Salernitana 1919,5-1,8-2
2022-23,Italian Serie A,2023-01-22,20:45,Matchday 19,Juventus FC,Atalanta BC,2-1,3-3
2022-23,Italian Serie A,2023-01-29,12:30,Matchday 20,AC Milan,US Sassuolo Calcio,1-3,2-5
2022-23,Italian Serie A,2023-02-06,20:45,Matchday 21,AC Monza,UC Sampdoria,1-1,2-2
2022-23,Italian Serie A,2023-02-26,18:00,Matchday 24,Udinese Calcio,Spezia Calcio,1-1,2-2
2022-23,Italian Serie A,2023-03-12,18:00,Matchday 26,AS Roma,US Sassuolo Calcio,1-3,3-4
2022-23,Italian Serie A,2023-03-18,18:00,Matchday 27,US Salernitana 1919,Bologna FC 1909,1-1,2-2
2022-23,Italian Serie A,2023-04-08,16:30,Matchday 29,UC Sampdoria,US Cremonese,1-1,2-3
2022-23,Italian Serie A,2023-05-03,18:00,Matchday 33,US Salernitana 1919,ACF Fiorentina,1-1,3-3
2022-23,Italian Serie A,2023-05-03,18:00,Matchday 33,Atalanta BC,Spezia Calcio,1-1,3-2
2022-23,Italian Serie A,2023-05-12,20:45,Matchday 35,SS Lazio,US Lecce,1-1,2-2
2022-23,Italian Serie A,2023-05-27,20:45,Matchday 37,FC Internazionale Milano,Atalanta BC,2-1,3-2
2023-24,Italian Serie A,2023-08-20,18:30,Matchday 1,AS Roma,US Salernitana 1919,1-1,2-2
2023-24,Italian Serie A,2023-09-17,18:00,Matchday 4,ACF Fiorentina,Atalanta BC,2-1,3-2
2023-24,Italian Serie A,2023-09-23,18:00,Matchday 5,US Sassuolo Calcio,Juventus FC,2-1,4-2
2023-24,Italian Serie A,2023-10-08,15:00,Matchday 8,SS Lazio,Atalanta BC,2-1,3-2
2023-24,Italian Serie A,2023-11-26,15:00,Matchday 13,Empoli FC,US Sassuolo Calcio,2-2,3-4
2023-24,Italian Serie A,2023-11-27,18:30,Matchday 13,Hellas Verona FC,US Lecce,1-1,2-2
2023-24,Italian Serie A,2023-12-03,15:00,Matchday 14,Udinese Calcio,Hellas Verona FC,2-1,3-3
2023-24,Italian Serie A,2023-12-09,18:00,Matchday 15,Atalanta BC,AC Milan,1-1,3-2
2023-24,Italian Serie A,2023-12-22,20:45,Matchday 17,US Salernitana 1919,AC Milan,1-1,2-2
2023-24,Italian Serie A,2024-01-20,20:45,Matchday 21,Udinese Calcio,AC Milan,1-1,2-3
2023-24,Italian Serie A,2024-01-27,20:45,Matchday 22,AC Milan,Bologna FC 1909,1-1,2-2
2023-24,Italian Serie A,2024-02-03,18:00,Matchday 23,Frosinone Calcio,AC Milan,1-1,2-3
2023-24,Italian Serie A,2024-02-17,18:00,Matchday 25,Hellas Verona FC,Juventus FC,1-1,2-2
2023-24,Italian Serie A,2024-02-26,18:30,Matchday 26,AS Roma,Torino FC,1-1,3-2
2023-24,Italian Serie A,2024-03-16,20:45,Matchday 29,Frosinone Calcio,SS Lazio,1-1,2-3
2023-24,Italian Serie A,2024-04-14,15:00,Matchday 32,US Sassuolo Calcio,AC Milan,2-1,3-3
2023-24,Italian Serie A,2024-05-05,18:00,Matchday 35,AC Milan,Genoa CFC,1-1,3-3
2024-25,Italian Serie A,2024-08-17,18:30,Matchday 1,Genoa CFC,FC Internazionale Milano,1-1,2-2
2024-25,Italian Serie A,2024-09-20,20:45,Matchday 5,Hellas Verona FC,Torino FC,1-2,2-3
2024-25,Italian Serie A,2024-09-28,15:00,Matchday 6,Udinese Calcio,FC Internazionale Milano,1-2,2-3
2024-25,Italian Serie A,2024-10-05,20:45,Matchday 7,FC Internazionale Milano,Torino FC,2-1,3-2
2024-25,Italian Serie A,2024-10-20,18:00,Matchday 8,Cagliari Calcio,Torino FC,1-1,3-2
2024-25,Italian Serie A,2024-10-27,18:00,Matchday 9,FC Internazionale Milano,Juventus FC,3-2,4-4
2024-25,Italian Serie A,2024-11-03,18:00,Matchday 11,Hellas Verona FC,AS Roma,2-1,3-2
2024-25,Italian Serie A,2024-11-09,18:00,Matchday 12,Cagliari Calcio,AC Milan,1-2,3-3
2024-25,Italian Serie A,2024-11-24,12:30,Matchday 13,Genoa CFC,Cagliari Calcio,1-1,2-2
2024-25,Italian Serie A,2024-12-15,15:00,Matchday 16,Parma Calcio 1913,Hellas Verona FC,1-1,2-3
2024-25,Italian Serie A,2024-12-22,18:00,Matchday 17,Atalanta BC,Empoli FC,2-1,3-2
2024-25,Italian Serie A,2024-12-29,18:00,Matchday 18,Juventus FC,ACF Fiorentina,1-1,2-2
2024-25,Italian Serie A,2024-12-30,20:45,Matchday 18,Bologna FC 1909,Hellas Verona FC,1-2,2-3
2024-25,Italian Serie A,2025-01-18,20:45,Matchday 21,Atalanta BC,SSC Napoli,1-2,2-3
2024-25,Italian Serie A,2025-01-26,12:30,Matchday 22,AC Milan,Parma Calcio 1913,1-1,3-2
2024-25,Italian Serie A,2025-02-14,20:45,Matchday 25,Bologna FC 1909,Torino FC,1-1,3-2
2024-25,Italian Serie A,2025-02-15,18:00,Matchday 25,SS Lazio,SSC Napoli,1-1,2-2
2024-25,Italian Serie A,2025-05-11,20:45,Matchday 36,SSC Napoli,Genoa CFC,1-1,2-2
2025-26,Italian Serie A,2025-09-13,18:00,Matchday 3,Juventus FC,FC Internazionale Milano,2-1,4-3
2025-26,Italian Serie A,2025-09-28,18:00,Matchday 5,US Lecce,Bologna FC 1909,1-1,2-2
