season,league,date,time,round,home,away,ht_score,ft_score
2015-16,French Ligue 2,2016-05-13,20:45,Matchday 38,Valenciennes FC,Chamois Niortais,2-2,3-3
2015-16,French Ligue 2,2016-05-13,20:45,Matchday 38,US Créteil-Lusitanos,Red Star FC,1-3,2-4
2016-17,French Ligue 2,2016-08-05,20:00,Matchday 2,RC Lens,Tours FC,1-1,2-2
2016-17,French Ligue 2,2016-08-19,20:00,Matchday 4,Stade Brestois 29,Valenciennes FC,1-1,3-2
2016-17,French Ligue 2,2016-10-01,15:00,Matchday 10,RC Strasbourg,Valenciennes FC,1-2,2-4
2016-17,French Ligue 2,2016-10-14,20:00,Matchday 11,FC Bourg-Péronnas,Amiens SC,1-1,2-4
2016-17,French Ligue 2,2016-10-14,20:00,Matchday 11,Red Star FC,Nîmes Olympique,2-2,3-3
2016-17,French Ligue 2,2016-11-18,20:00,Matchday 15,Valenciennes FC,FC Bourg-Péronnas,1-1,3-3
2016-17,French Ligue 2,2017-02-10,20:00,Matchday 25,Chamois Niortais,ESTAC Troyes,1-1,3-2
2016-17,French Ligue 2,2017-02-24,20:00,Matchday 27,Chamois Niortais,Red Star FC,1-2,2-3
2016-17,French Ligue 2,2017-03-17,20:00,Matchday 30,FC Bourg-Péronnas,ESTAC Troyes,1-3,2-4
2016-17,French Ligue 2,2017-04-07,20:00,Matchday 32,FC Sochaux,Chamois Niortais,1-1,2-2
2016-17,French Ligue 2,2017-04-14,20:00,Matchday 33,Gazélec FC Ajaccio,Clermont Foot 63,3-1,4-4
2016-17,French Ligue 2,2017-04-17,20:45,Matchday 33,RC Strasbourg,AC Ajaccio,2-1,4-2
2016-17,French Ligue 2,2017-04-22,15:00,Matchday 34,Stade Brestois 29,Amiens SC,1-1,2-3
2016-17,French Ligue 2,2017-05-06,15:00,Matchday 36,Stade Brestois 29,Nîmes Olympique,1-1,2-3
2016-17,French Ligue 2,2017-05-12,20:30,Matchday 37,Chamois Niortais,RC Strasbourg,1-1,2-2
2017-18,French Ligue 2,2017-08-19,15:00,Matchday 4,RC Lens,Stade Brestois 29,1-1,2-4
2017-18,French Ligue 2,2017-09-09,15:00,Matchday 6,RC Lens,FC Lorient,1-1,2-3
2017-18,French Ligue 2,2017-09-16,15:00,Matchday 7,FC Sochaux,Stade de Reims,1-1,2-4
2017-18,French Ligue 2,2017-10-02,20:45,Matchday 10,Havre AC,FC Lorient,2-1,3-2
2017-18,French Ligue 2,2017-10-20,20:00,Matchday 12,Paris FC,Valenciennes FC,1-1,3-2
2017-18,French Ligue 2,2017-10-20,20:00,Matchday 12,AS Nancy Lorraine,Clermont Foot 63,1-1,2-2
2017-18,French Ligue 2,2017-11-03,20:00,Matchday 14,US Orléans,FC Sochaux,2-2,3-3
2017-18,French Ligue 2,2017-11-18,15:00,Matchday 15,FC Lorient,Stade Brestois 29,1-1,4-2
2017-18,French Ligue 2,2017-12-08,20:00,Matchday 18,Paris FC,RC Lens,1-1,2-2
2017-18,French Ligue 2,2018-01-16,21:00,Matchday 21,FC Bourg-Péronnas,US Quevilly-Rouen,1-1,3-5
2017-18,French Ligue 2,2018-02-09,20:00,Matchday 25,Chamois Niortais,US Orléans,1-2,2-3
2017-18,French Ligue 2,2018-02-16,20:00,Matchday 26,FC Bourg-Péronnas,AS Nancy Lorraine,1-1,3-2
2017-18,French Ligue 2,2018-02-23,20:00,Matchday 27,AC Ajaccio,FC Sochaux,1-1,3-2
2017-18,French Ligue 2,2018-03-02,20:00,Matchday 28,FC Bourg-Péronnas,AC Ajaccio,2-2,5-4
2017-18,French Ligue 2,2018-04-13,20:00,Matchday 33,Chamois Niortais,RC Lens,1-1,2-2
2017-18,French Ligue 2,2018-04-20,20:00,Matchday 34,FC Bourg-Péronnas,Nîmes Olympique,1-1,2-2
2017-18,French Ligue 2,2018-04-20,20:00,Matchday 34,Clermont Foot 63,US Orléans,1-1,4-2
2017-18,French Ligue 2,2018-04-24,20:00,Matchday 35,Tours FC,US Quevilly-Rouen,1-1,2-2
2017-18,French Ligue 2,2018-04-24,20:00,Matchday 35,Valenciennes FC,FC Sochaux,1-1,2-2
2017-18,French Ligue 2,2018-04-27,20:00,Matchday 36,FC Bourg-Péronnas,Stade Brestois 29,1-3,2-4
2017-18,French Ligue 2,2018-05-04,20:45,Matchday 37,Tours FC,RC Lens,3-1,4-2
2017-18,French Ligue 2,2018-05-11,20:45,Matchday 38,Gazélec FC Ajaccio,Valenciennes FC,1-1,3-4
2018-19,French Ligue 2,2018-08-03,20:00,Matchday 2,AJ Auxerre,Gazélec FC Ajaccio,1-2,2-3
2018-19,French Ligue 2,2018-08-03,20:00,Matchday 2,Chamois Niortais,Clermont Foot 63,1-1,4-2
2018-19,French Ligue 2,2018-09-14,20:00,Matchday 7,Grenoble Foot 38,Valenciennes FC,2-1,4-2
2018-19,French Ligue 2,2018-10-05,20:00,Matchday 10,Havre AC,AS Béziers,1-2,2-3
2018-19,French Ligue 2,2018-11-10,15:00,Matchday 14,Valenciennes FC,RC Lens,1-1,4-2
2018-19,French Ligue 2,2019-01-11,20:00,Matchday 20,Clermont Foot 63,Chamois Niortais,2-1,3-2
2018-19,French Ligue 2,2019-02-15,20:00,Matchday 25,Valenciennes FC,Grenoble Foot 38,2-1,3-2
2018-19,French Ligue 2,2019-03-01,20:00,Matchday 27,LB Châteauroux,Stade Brestois 29,1-1,2-2
2018-19,French Ligue 2,2019-04-05,20:00,Matchday 31,Clermont Foot 63,AS Nancy Lorraine,1-1,2-3
2018-19,French Ligue 2,2019-04-12,20:00,Matchday 32,AS Nancy Lorraine,Stade Brestois 29,1-1,2-3
2018-19,French Ligue 2,2019-04-19,20:00,Matchday 33,Valenciennes FC,AS Béziers,3-2,5-6
2018-19,French Ligue 2,2019-05-06,20:45,Matchday 36,Chamois Niortais,FC Lorient,1-1,2-2
2018-19,French Ligue 2,2019-05-17,20:45,Matchday 38,LB Châteauroux,Clermont Foot 63,1-1,2-2
2018-19,French Ligue 2,2019-05-17,20:45,Matchday 38,Havre AC,FC Lorient,1-2,2-3
2018-19,French Ligue 2,2019-05-17,20:45,Matchday 38,RC Lens,US Orléans,3-1,5-2
2019-20,French Ligue 2,2019-08-23,20:00,Matchday 5,Rodez AF,US Orléans,1-1,3-3
2019-20,French Ligue 2,2019-09-02,20:45,Matchday 6,Grenoble Foot 38,RC Lens,1-1,2-2
2019-20,French Ligue 2,2019-09-20,20:00,Matchday 8,US Orléans,Havre AC,1-1,2-2
2019-20,French Ligue 2,2019-11-22,20:00,Matchday 15,SM Caen,Le Mans FC,2-1,3-3
2019-20,French Ligue 2,2019-11-29,20:00,Matchday 16,AJ Auxerre,US Orléans,1-1,2-2
2019-20,French Ligue 2,2020-01-10,20:00,Matchday 20,Clermont Foot 63,ESTAC Troyes,2-1,3-2
2019-20,French Ligue 2,2020-01-31,20:00,Matchday 22,Chamois Niortais,Paris FC,3-2,4-4
2019-20,French Ligue 2,2020-02-04,21:05,Matchday 23,FC Lorient,Le Mans FC,1-1,4-2
2020-21,French Ligue 2,2020-08-29,19:00,Matchday 2,Grenoble Foot 38,Toulouse FC,4-2,5-3
2020-21,French Ligue 2,2020-10-03,19:00,Matchday 6,FC Sochaux,FC Chambly,1-1,3-2
2020-21,French Ligue 2,2020-11-07,19:00,Matchday 10,FC Sochaux,Chamois Niortais,1-2,3-4
2020-21,French Ligue 2,2020-11-07,19:00,Matchday 10,Toulouse FC,Valenciennes FC,2-2,4-5
2020-21,French Ligue 2,2020-12-18,20:00,Matchday 16,USL Dunkerque,SM Caen,1-2,2-3
2020-21,French Ligue 2,2020-12-19,15:00,Matchday 16,Clermont Foot 63,Paris FC,2-1,3-2
2020-21,French Ligue 2,2020-12-19,15:00,Matchday 16,Toulouse FC,Havre AC,3-1,4-3
2020-21,French Ligue 2,2020-12-22,20:00,Matchday 17,AS Nancy Lorraine,FC Chambly,1-1,3-3
2020-21,French Ligue 2,2021-01-08,20:00,Matchday 19,AS Nancy Lorraine,Rodez AF,1-1,2-2
2020-21,French Ligue 2,2021-01-23,19:00,Matchday 21,AS Nancy Lorraine,Chamois Niortais,1-1,2-2
2020-21,French Ligue 2,2021-01-23,19:00,Matchday 21,Paris FC,Amiens SC,3-1,4-2
2020-21,French Ligue 2,2021-01-30,15:00,Matchday 22,Toulouse FC,Clermont Foot 63,1-1,3-2
2020-21,French Ligue 2,2021-01-30,19:00,Matchday 22,FC Chambly,SM Caen,2-1,4-2
2020-21,French Ligue 2,2021-04-17,20:00,Matchday 33,AJ Auxerre,AS Nancy Lorraine,2-1,3-2
2020-21,French Ligue 2,2021-04-17,20:00,Matchday 33,Rodez AF,Paris FC,1-1,2-2
2020-21,French Ligue 2,2021-04-24,20:00,Matchday 35,AC Ajaccio,Amiens SC,1-1,2-2
2020-21,French Ligue 2,2021-05-08,20:00,Matchday 37,Valenciennes FC,Havre AC,1-3,3-5
2020-21,French Ligue 2,2021-05-15,20:00,Matchday 38,Havre AC,ESTAC Troyes,2-1,3-2
2020-21,French Ligue 2,2021-05-15,20:00,Matchday 38,USL Dunkerque,Toulouse FC,1-1,3-3
2024-25,French Ligue 2,2024-08-23,20:00,Matchday 2,FC Annecy,FC Martigues,1-2,2-4
2024-25,French Ligue 2,2024-08-30,20:00,Matchday 3,EA Guingamp,Red Star FC,2-2,3-4
2024-25,French Ligue 2,2024-09-20,20:00,Matchday 5,EA Guingamp,FC Annecy,1-1,2-2
2024-25,French Ligue 2,2024-09-20,20:00,Matchday 5,USL Dunkerque,Pau FC,2-1,3-2
2024-25,French Ligue 2,2024-09-27,20:00,Matchday 7,SC Bastia,FC Annecy,1-1,2-2
2024-25,French Ligue 2,2024-11-01,20:00,Matchday 12,Paris FC,Rodez AF,1-2,3-3
2024-25,French Ligue 2,2024-11-08,20:00,Matchday 13,Stade Lavallois,SC Bastia,1-1,2-2
2024-25,French Ligue 2,2024-11-22,20:00,Matchday 14,SM Caen,Rodez AF,1-2,3-3
2024-25,French Ligue 2,2025-01-03,20:00,Matchday 17,Grenoble Foot 38,SC Bastia,1-1,3-2
2024-25,French Ligue 2,2025-01-25,20:00,Matchday 20,FC Lorient,Clermont Foot 63,2-1,3-2
2024-25,French Ligue 2,2025-02-22,14:00,Matchday 24,SM Caen,Pau FC,1-1,2-2
2024-25,French Ligue 2,2025-02-28,20:00,Matchday 25,FC Annecy,Paris FC,1-1,2-3
2024-25,French Ligue 2,2025-03-07,20:00,Matchday 26,Grenoble Foot 38,AC Ajaccio,1-1,2-2
2024-25,French Ligue 2,2025-04-11,20:00,Matchday 30,Pau FC,Clermont Foot 63,1-1,2-2
2024-25,French Ligue 2,2025-04-14,20:45,Matchday 30,SC Bastia,Stade Lavallois,2-1,5-2
2024-25,French Ligue 2,2025-04-18,20:00,Matchday 31,Amiens SC,EA Guingamp,2-1,3-2
2024-25,French Ligue 2,2025-04-19,20:00,Matchday 31,FC Metz,Red Star FC,1-1,2-2
2024-25,French Ligue 2,2025-04-25,20:00,Matchday 32,SC Bastia,Grenoble Foot 38,1-1,2-3
2024-25,French Ligue 2,2025-05-02,20:00,Matchday 33,EA Guingamp,SC Bastia,1-1,2-2
2024-25,French Ligue 2,2025-05-02,20:00,Matchday 33,Amiens SC,Pau FC,3-1,4-2
2025-26,French Ligue 2,2025-08-09,19:00,1. Round,Stade Lavallois,AS Saint-Étienne,2-2,3-3
2025-26,French Ligue 2,2025-08-11,19:45,1. Round,Amiens SC,Stade de Reims,1-1,2-2
2025-26,French Ligue 2,2025-09-19,19:00,6. Round,USL Dunkerque,Le Mans FC,1-1,2-2
2025-26,French Ligue 2,2025-09-20,13:00,6. Round,ESTAC Troyes,EA Guingamp,3-1,5-2
2025-26,French Ligue 2,2025-09-20,19:00,6. Round,AS Saint-Étienne,Stade de Reims,2-1,3-2
2025-26,French Ligue 2,2025-09-27,19:00,8. Round,AS Saint-Étienne,EA Guingamp,1-1,2-3
2025-26,French Ligue 2,2025-10-04,13:00,9. Round,Stade de Reims,Grenoble Foot 38,1-2,2-4
2025-26,French Ligue 2,2025-10-17,19:00,10. Round,Rodez AF,Stade de Reims,1-1,2-2
2025-26,French Ligue 2,2025-10-18,19:00,10. Round,AS Saint-Étienne,Le Mans FC,1-1,2-3
