season,league,date,time,round,home,away,ht_score,ft_score
2017-18,Deutsche 3. Liga,2018-05-12,13:30,Matchday 38,Karlsruher SC,FC Carl Zeiss Jena,1-2,2-3
2017-18,Deutsche 3. Liga,2018-05-12,13:30,Matchday 38,Fortuna Köln,SC Paderborn 07,1-1,2-4
2017-18,Deutsche 3. Liga,2018-05-12,13:30,Matchday 38,SG Sonnenhof Großaspach,Preußen Münster,1-1,2-2
2018-19,Deutsche 3. Liga,2018-07-28,14:00,Matchday 1,FC Carl Zeiss Jena,SG Sonnenhof Großaspach,1-1,3-2
2018-19,Deutsche 3. Liga,2018-08-08,19:00,Matchday 3,Hansa Rostock,SV Wehen Wiesbaden,2-1,3-2
2018-19,Deutsche 3. Liga,2018-09-17,19:00,Matchday 7,1. FC Kaiserslautern,Fortuna Köln,2-2,3-3
2018-19,Deutsche 3. Liga,2018-09-22,14:00,Matchday 8,SV Meppen,SpVgg Unterhaching,1-1,3-3
2018-19,Deutsche 3. Liga,2018-09-22,14:00,Matchday 8,FC Carl Zeiss Jena,1. FC Kaiserslautern,1-1,3-3
2018-19,Deutsche 3. Liga,2018-09-30,14:00,Matchday 10,FSV Zwickau,VfR Aalen,1-2,2-3
2018-19,Deutsche 3. Liga,2018-10-21,14:00,Matchday 12,Karlsruher SC,SV Wehen Wiesbaden,1-4,2-5
2018-19,Deutsche 3. Liga,2018-10-26,19:00,Matchday 13,Eintracht Braunschweig,VfL Osnabrück,2-2,3-4
2018-19,Deutsche 3. Liga,2018-10-28,13:00,Matchday 13,TSV 1860 München,SG Sonnenhof Großaspach,1-1,2-2
2018-19,Deutsche 3. Liga,2018-11-03,14:00,Matchday 14,FSV Zwickau,SpVgg Unterhaching,1-1,2-2
2018-19,Deutsche 3. Liga,2018-11-12,19:00,Matchday 15,SV Wehen Wiesbaden,FC Carl Zeiss Jena,1-1,2-3
2018-19,Deutsche 3. Liga,2018-11-24,14:00,Matchday 16,FC Carl Zeiss Jena,SpVgg Unterhaching,2-2,4-5
2018-19,Deutsche 3. Liga,2018-12-09,14:00,Matchday 18,VfR Aalen,Energie Cottbus,1-1,3-3
2018-19,Deutsche 3. Liga,2018-12-16,14:00,Matchday 19,Würzburger Kickers,Sportfreunde Lotte,1-1,2-2
2018-19,Deutsche 3. Liga,2019-02-10,14:00,Matchday 23,Eintracht Braunschweig,SV Wehen Wiesbaden,1-2,2-3
2018-19,Deutsche 3. Liga,2019-02-16,14:00,Matchday 24,SG Sonnenhof Großaspach,KFC Uerdingen 05,1-1,3-2
2018-19,Deutsche 3. Liga,2019-03-29,19:00,Matchday 31,KFC Uerdingen 05,1. FC Kaiserslautern,1-2,2-4
2018-19,Deutsche 3. Liga,2019-03-30,14:00,Matchday 31,Energie Cottbus,Fortuna Köln,2-2,4-3
2018-19,Deutsche 3. Liga,2019-04-28,14:00,Matchday 35,Eintracht Braunschweig,Preußen Münster,1-2,3-3
2018-19,Deutsche 3. Liga,2019-05-04,14:00,Matchday 36,FSV Zwickau,TSV 1860 München,2-1,5-2
2018-19,Deutsche 3. Liga,2019-05-04,14:00,Matchday 36,FC Carl Zeiss Jena,Würzburger Kickers,1-2,3-4
2018-19,Deutsche 3. Liga,2019-05-11,13:30,Matchday 37,SG Sonnenhof Großaspach,FSV Zwickau,3-1,5-2
2018-19,Deutsche 3. Liga,2019-05-18,13:30,Matchday 38,Karlsruher SC,Hallescher FC,1-1,2-3
2018-19,Deutsche 3. Liga,2019-05-18,13:30,Matchday 38,KFC Uerdingen 05,SV Wehen Wiesbaden,1-2,2-3
2019-20,Deutsche 3. Liga,2019-07-20,17:45,Matchday 1,1. FC Magdeburg,Eintracht Braunschweig,1-3,2-4
2019-20,Deutsche 3. Liga,2019-07-27,14:00,Matchday 2,SpVgg Unterhaching,Würzburger Kickers,2-3,5-4
2019-20,Deutsche 3. Liga,2019-08-03,14:00,Matchday 4,SG Sonnenhof Großaspach,KFC Uerdingen 05,1-1,2-2
2019-20,Deutsche 3. Liga,2019-08-17,14:00,Matchday 5,Würzburger Kickers,Preußen Münster,2-1,3-2
2019-20,Deutsche 3. Liga,2019-08-25,13:00,Matchday 6,Waldhof Mannheim,MSV Duisburg,2-2,4-3
2019-20,Deutsche 3. Liga,2019-09-21,14:00,Matchday 9,Chemnitzer FC,FC Carl Zeiss Jena,1-1,3-2
2019-20,Deutsche 3. Liga,2019-10-26,14:00,Matchday 13,Hallescher FC,SV Meppen,2-2,3-3
2019-20,Deutsche 3. Liga,2019-11-02,14:00,Matchday 14,Preußen Münster,Chemnitzer FC,2-2,3-3
2019-20,Deutsche 3. Liga,2019-11-02,14:00,Matchday 14,1. FC Kaiserslautern,Würzburger Kickers,1-1,2-3
2019-20,Deutsche 3. Liga,2019-11-03,13:00,Matchday 14,SV Meppen,Bayern München II,1-1,5-3
2019-20,Deutsche 3. Liga,2019-11-23,14:00,Matchday 16,FSV Zwickau,Preußen Münster,2-1,4-2
2019-20,Deutsche 3. Liga,2019-11-29,19:00,Matchday 17,Bayern München II,FC Carl Zeiss Jena,1-2,2-3
2019-20,Deutsche 3. Liga,2019-12-01,14:00,Matchday 17,SpVgg Unterhaching,TSV 1860 München,1-1,2-3
2019-20,Deutsche 3. Liga,2020-02-02,14:00,Matchday 22,FSV Zwickau,TSV 1860 München,1-1,2-2
2019-20,Deutsche 3. Liga,2020-02-23,14:00,Matchday 25,Hallescher FC,SpVgg Unterhaching,1-2,3-5
2019-20,Deutsche 3. Liga,2020-02-29,14:00,Matchday 26,TSV 1860 München,Chemnitzer FC,1-2,4-3
2019-20,Deutsche 3. Liga,2020-02-29,14:00,Matchday 26,1. FC Magdeburg,FC Carl Zeiss Jena,2-1,6-2
2019-20,Deutsche 3. Liga,2020-03-07,14:00,Matchday 27,1. FC Kaiserslautern,SV Meppen,1-1,3-3
2019-20,Deutsche 3. Liga,2020-03-08,13:00,Matchday 27,KFC Uerdingen 05,FSV Zwickau,2-1,4-2
2019-20,Deutsche 3. Liga,2020-05-30,14:00,Matchday 28,Eintracht Braunschweig,Viktoria Köln,2-1,4-2
2019-20,Deutsche 3. Liga,2020-06-14,14:00,Matchday 32,FSV Zwickau,SpVgg Unterhaching,2-2,3-3
2019-20,Deutsche 3. Liga,2020-06-20,14:00,Matchday 34,FC Carl Zeiss Jena,Viktoria Köln,1-1,2-3
2019-20,Deutsche 3. Liga,2020-06-24,20:30,Matchday 35,Hallescher FC,FC Carl Zeiss Jena,2-2,5-3
2019-20,Deutsche 3. Liga,2020-07-01,19:00,Matchday 37,Eintracht Braunschweig,Waldhof Mannheim,2-1,3-2
2019-20,Deutsche 3. Liga,2020-07-04,14:00,Matchday 38,SV Meppen,Eintracht Braunschweig,3-1,4-3
2019-20,Deutsche 3. Liga,2020-07-04,14:00,Matchday 38,Würzburger Kickers,Hallescher FC,1-1,2-2
2020-21,Deutsche 3. Liga,2020-09-19,14:00,Matchday 1,Bayern München II,Türkgücü München,1-1,2-2
2020-21,Deutsche 3. Liga,2020-10-03,14:00,Matchday 3,Waldhof Mannheim,Türkgücü München,2-2,4-4
2020-21,Deutsche 3. Liga,2020-10-20,19:00,Matchday 6,Türkgücü München,VfB Lübeck,2-1,4-3
2020-21,Deutsche 3. Liga,2020-10-24,14:00,Matchday 7,SV Meppen,1. FC Kaiserslautern,1-1,3-2
2020-21,Deutsche 3. Liga,2020-11-21,14:00,Matchday 11,1. FC Saarbrücken,SV Wehen Wiesbaden,2-2,3-3
2020-21,Deutsche 3. Liga,2020-11-24,19:00,Matchday 12,Waldhof Mannheim,MSV Duisburg,1-1,2-2
2020-21,Deutsche 3. Liga,2020-11-28,14:00,Matchday 13,TSV 1860 München,Türkgücü München,1-1,2-2
2020-21,Deutsche 3. Liga,2020-12-06,14:00,Matchday 14,SC Verl,Hallescher FC,2-1,4-2
2020-21,Deutsche 3. Liga,2021-01-12,19:00,Matchday 9,SpVgg Unterhaching,SC Verl,1-1,3-4
2020-21,Deutsche 3. Liga,2021-01-23,14:00,Matchday 20,Dynamo Dresden,1. FC Kaiserslautern,2-1,4-3
2020-21,Deutsche 3. Liga,2021-01-27,19:00,Matchday 21,Hansa Rostock,1. FC Saarbrücken,1-1,4-2
2020-21,Deutsche 3. Liga,2021-02-10,19:00,Matchday 14,Bayern München II,FSV Zwickau,2-1,3-2
2020-21,Deutsche 3. Liga,2021-02-27,14:00,Matchday 26,1. FC Kaiserslautern,SV Meppen,1-1,2-2
2020-21,Deutsche 3. Liga,2021-03-02,17:00,Matchday 22,Viktoria Köln,1. FC Magdeburg,1-2,2-4
2020-21,Deutsche 3. Liga,2021-03-06,14:00,Matchday 27,1. FC Saarbrücken,KFC Uerdingen 05,1-1,2-2
2020-21,Deutsche 3. Liga,2021-04-03,14:00,Matchday 30,Bayern München II,VfB Lübeck,1-1,2-3
2020-21,Deutsche 3. Liga,2021-04-10,14:00,Matchday 31,TSV 1860 München,SC Verl,2-1,3-2
2020-21,Deutsche 3. Liga,2021-04-24,14:00,Matchday 34,1. FC Kaiserslautern,SpVgg Unterhaching,2-1,3-2
2020-21,Deutsche 3. Liga,2021-04-24,14:00,Matchday 34,FC Ingolstadt 04,FSV Zwickau,1-1,3-2
2020-21,Deutsche 3. Liga,2021-05-05,19:00,Matchday 35,MSV Duisburg,Bayern München II,1-1,2-2
2020-21,Deutsche 3. Liga,2021-05-16,14:00,Matchday 37,TSV 1860 München,Bayern München II,1-1,2-2
